t,S,I
0.0,98,1
4.971910124524546,97,2
5.956867238717082,96,3
17.41010034004216,95,4
24.17319514773844,94,5
28.01744715082435,93,6
28.521206064430075,92,7
29.587280634712272,91,8
40.60004560925063,90,9
42.49527193540968,89,10
53.2790422650328,88,11
55.74905159808532,87,12
57.28262832134149,86,13
67.24504053777933,85,14
69.10957577262143,84,15
70.51329093765106,83,16
79.71619959835604,82,17
80.81855766332936,81,18
81.71913341166255,80,19
82.05734025121336,79,20
83.19103285138337,78,21
83.42502757340493,77,22
84.62576353916774,76,23
85.28548908819457,75,24
87.01153942834368,74,25
87.94237788542493,73,26
88.3122255662999,72,27
88.58386031821411,71,28
89.39071387096567,70,29
89.41747506352621,69,30
89.45852664519698,68,31
89.54539060076296,67,32
89.75724564255891,66,33
89.7915261591691,65,34
89.84179441913278,64,35
89.88768145703433,63,36
89.93090722593156,62,37
89.94363581746181,61,38
90.47216491301913,60,39
90.51422984796014,59,40
90.61710390735688,58,41
90.7994763305653,57,42
90.94315413639094,56,43
90.94400094213641,55,44
91.04007004420923,54,45
91.09192602275024,53,46
91.10491005745317,52,47
91.35727911272326,51,48
91.48522597870267,50,49
91.49079464313617,49,50
91.53684786933108,48,51
91.55386543666857,47,52
91.59243470252378,46,53
91.69539364358123,45,54
91.72493592931679,44,55
91.72654284398774,43,56
91.80787309213991,42,57
91.84508088828764,41,58
91.86256368475334,40,59
91.9281385876361,39,60
91.93117078378897,38,61
91.96408769799555,37,62
91.98022401829392,36,63
91.98224589229068,35,64
92.0472740607634,34,65
92.0603148016922,33,66
92.06225750652938,32,67
92.06834284419541,31,68
92.09953569652185,30,69
92.16518718487767,29,70
92.16579313030574,28,71
92.1976161659879,27,72
92.28558052430849,26,73
92.40859219348106,25,74
92.4387528005492,24,75
92.4901569243169,23,76
92.51582709811063,22,77
92.53428108052051,21,78
92.61540212404331,20,79
92.65012727051705,19,80
92.70723012075224,18,81
92.79940963717866,17,82
92.85936227177194,16,83
93.05570007060246,15,84
93.11173300370955,14,85
93.1787066980263,13,86
93.24641104803011,12,87
93.25877909271453,11,88
93.28418662373213,10,89
93.42586526714923,9,90
93.58901840212673,8,91
93.85134260721561,7,92
94.05688562419996,6,93
94.59320866487276,5,94
94.86519174284588,4,95
94.94625837522264,3,96
95.2799982643481,2,97
95.39096143480936,1,98
101.05356034526282,0,99
