t,S,I
0.0,21,1
1.1438333963066594,20,2
15.649699868190527,19,3
18.437273786822917,18,4
18.660618841761895,17,5
19.357195335722093,16,6
19.588630382424338,15,7
20.748037115116094,14,8
21.278781393356113,13,9
21.542478885886066,12,10
21.623496736221494,11,11
21.82091288725454,10,12
21.828631383956406,9,13
22.08492312399807,8,14
22.40283598865358,7,15
22.43254474852461,6,16
24.09838447977628,5,17
24.582657017120756,4,18
24.715312025049148,3,19
25.0490234288385,2,20
26.082399800740582,1,21
27.14484246992268,0,22
