t,S,I
0.0,21,1
0.09622961711288872,20,2
26.092264386939373,19,3
52.45776486822441,18,4
60.034517694202556,17,5
66.56376452832885,16,6
69.19740011332617,15,7
70.34323286930918,14,8
70.60218795164475,13,9
70.78071205969677,12,10
72.15984093612299,11,11
72.16483525962236,10,12
72.90766353040642,9,13
73.11126696879093,8,14
73.11281724818238,7,15
73.80294621282158,6,16
74.08292251592412,5,17
74.16883027864108,4,18
74.45099830160828,3,19
74.73283018855416,2,20
75.95435833790346,1,21
76.65812309242398,0,22
