t,S,I
0.0,22,1
0.2514638883048508,21,2
1.483620212036743,20,3
2.2665935498983476,19,4
2.651788649454504,18,5
3.132678892465224,17,6
3.203115045075501,16,7
3.2488934764958644,15,8
3.8789888475047776,14,9
4.55742982939553,13,10
5.230860794827605,12,11
5.715451080535211,11,12
5.846053979454951,10,13
6.058385357358613,9,14
6.201389050693144,8,15
6.501612843348349,7,16
6.922512306729084,6,17
6.988048386137182,5,18
8.651388351938289,4,19
9.50064536062594,3,20
10.110194092281144,2,21
10.892311962929451,1,22
12.537514859576284,0,23
