t,S,I
0.0,22,1
0.18178732667585454,21,2
11.013919020833601,20,3
21.618288112149937,19,4
23.246792714550285,18,5
24.71986012377455,17,6
25.652995338094307,16,7
26.25267500566142,15,8
37.16597709182493,14,9
37.90025696684399,13,10
37.92366894017709,12,11
38.03901141984658,11,12
38.90215448368016,10,13
39.40330266307946,9,14
39.84247161207566,8,15
40.32714763497997,7,16
41.01839350582114,6,17
41.025033625007964,5,18
41.10628239940105,4,19
41.52571021197982,3,20
41.67669468200856,2,21
42.99092897701722,1,22
43.360800020614136,0,23
