t,S,I
0.0,32,1
4.262006947587403,31,2
4.632762298283705,30,3
5.4682930081099315,29,4
5.668968775752558,28,5
6.196241580334806,27,6
6.334904806081264,26,7
6.907174062722796,25,8
7.109990365587308,24,9
7.29067386793143,23,10
9.285352499403528,22,11
9.327962684684902,21,12
9.888205534821692,20,13
10.04297902111282,19,14
10.530078257609206,18,15
10.56191553890051,17,16
11.914801800992223,16,17
12.657253377874493,15,18
12.668879321895298,14,19
13.139622997841796,13,20
13.340732642048122,12,21
13.411656011586064,11,22
13.833480159718576,10,23
13.889599871258932,9,24
13.911964912845129,8,25
13.970459184502802,7,26
14.718193587452372,6,27
15.224194951768288,5,28
15.942405945306083,4,29
15.997144284772594,3,30
16.70061465116019,2,31
19.037509825028657,1,32
22.087182563530106,0,33
