t,S,I
0.0,88,1
4.857080629729414,87,2
9.86105296435885,86,3
21.196918706115977,85,4
22.93387105229723,84,5
26.319613539228186,83,6
28.419706459122295,82,7
31.062694826068128,81,8
34.164287661786624,80,9
40.73361126581498,79,10
51.58220607098354,78,11
52.416925469054114,77,12
65.47826134175861,76,13
72.72185829674301,75,14
83.76780921129102,74,15
87.63758330681236,73,16
92.87507845103957,72,17
96.04275316336388,71,18
100.77527798013115,70,19
103.57265585834028,69,20
104.06497012904768,68,21
105.23044123292547,67,22
105.53169163346769,66,23
106.0092765787093,65,24
106.90529215853769,64,25
108.32113908615258,63,26
108.7489042323753,62,27
110.19798242167822,61,28
110.94763599183415,60,29
111.06215534105094,59,30
111.41589769273257,58,31
111.62405884071164,57,32
111.70293594588783,56,33
112.09775066169875,55,34
112.14110498083328,54,35
112.1831563212383,53,36
112.47859394030388,52,37
112.6697520102357,51,38
112.86549345409155,50,39
112.86900758783808,49,40
112.9758800192226,48,41
112.98859651062186,47,42
113.17086010364038,46,43
113.23407000524577,45,44
113.24277945482771,44,45
113.24381352441165,43,46
113.43558514030461,42,47
113.47412979500736,41,48
113.49864258881027,40,49
113.51471261479604,39,50
113.5507332724967,38,51
113.5652887974738,37,52
113.72789891333107,36,53
113.73576477195415,35,54
113.75361387711024,34,55
113.79025934671144,33,56
113.91653229687553,32,57
113.96381750128556,31,58
114.04618882256483,30,59
114.090558576268,29,60
114.10979850840152,28,61
114.1616198613775,27,62
114.16222225875717,26,63
114.24060420991651,25,64
114.25471164344333,24,65
114.26702799726965,23,66
114.27201089582206,22,67
114.29886249540081,21,68
114.34591111112886,20,69
114.38188465807248,19,70
114.4032787338122,18,71
114.48645289886497,17,72
114.53943166649191,16,73
114.61490931386376,15,74
114.61774305774703,14,75
114.85588693383315,13,76
114.87723167047625,12,77
114.9194184570076,11,78
114.96505312703282,10,79
114.98612111825095,9,80
115.21828257467,8,81
115.76680450528573,7,82
115.78361412985186,6,83
115.78730280812132,5,84
115.79037178560088,4,85
115.88108845097926,3,86
116.08220060540224,2,87
118.28297742813504,1,88
118.72314567480713,0,89
