t,S,I
0.0,130,1
0.10107936824460358,129,2
3.837263722902269,128,3
5.231292726081945,127,4
6.7149879182439784,126,5
8.28737676389533,125,6
11.083491589799488,124,7
11.533084522741825,123,8
14.62755958317125,122,9
16.612498445395204,121,10
17.69815909321988,120,11
24.79666442682094,119,12
27.209176451303705,118,13
31.327705120638683,117,14
35.7646021135989,116,15
42.49143531691239,115,16
42.68166846531753,114,17
47.63163785952355,113,18
51.27330164211116,112,19
54.01543884957282,111,20
56.836881738107095,110,21
57.39610698901099,109,22
57.45310514226329,108,23
57.60702889836396,107,24
57.991817663956155,106,25
59.96070164599671,105,26
60.90033335259807,104,27
64.29619413436308,103,28
64.49765540025855,102,29
66.30092241339132,101,30
66.62274095189201,100,31
67.09544464341934,99,32
70.6911942568746,98,33
71.98678443892815,97,34
72.57804179947553,96,35
72.72956139441423,95,36
73.6554806433589,94,37
73.75380509191577,93,38
73.76052469573652,92,39
73.87396234933779,91,40
75.5323399264042,90,41
75.91238570791752,89,42
75.93707514998776,88,43
76.0785453917439,87,44
76.53478789106761,86,45
76.68075727492268,85,46
76.86012994036251,84,47
76.98734140328415,83,48
77.39041882836344,82,49
77.40916994754939,81,50
77.45594198100623,80,51
77.510149859635,79,52
77.52894723664764,78,53
77.61550391105776,77,54
77.6322620816277,76,55
77.64207728017395,75,56
77.77106859977677,74,57
77.79429801898588,73,58
77.94278645417108,72,59
78.05864296177633,71,60
78.08381885962412,70,61
78.16340369007928,69,62
78.19409702115242,68,63
78.25548739407911,67,64
78.31196783223973,66,65
78.41396791949275,65,66
78.44542074716135,64,67
78.45307155733681,63,68
78.46279927943537,62,69
78.49795570131154,61,70
78.50420545310816,60,71
78.52844895818879,59,72
78.53896468015857,58,73
78.55631180578347,57,74
78.55870116048473,56,75
78.56972293072886,55,76
78.58351283667953,54,77
78.61531133616931,53,78
78.63802581387476,52,79
78.65392778770234,51,80
78.68004508762137,50,81
78.68127000721317,49,82
78.76774686109883,48,83
78.7862842284422,47,84
78.85003944175733,46,85
78.87370518134662,45,86
78.87490249348784,44,87
78.89043897026775,43,88
78.96082843510307,42,89
79.06914188931057,41,90
79.07108186975991,40,91
79.07349832181976,39,92
79.09364226877031,38,93
79.12368712369728,37,94
79.15673744319967,36,95
79.18262140051011,35,96
79.21760351517932,34,97
79.22282469125739,33,98
79.29978863619283,32,99
79.3010613356769,31,100
79.32519123403539,30,101
79.3271907242993,29,102
79.38591078201476,28,103
79.4416267741968,27,104
79.51287987386424,26,105
79.5878938906697,25,106
79.63086878439854,24,107
79.63997961751024,23,108
79.67185424525086,22,109
79.67667664467339,21,110
79.70940437026564,20,111
79.72838989567947,19,112
79.77329045925805,18,113
79.81819928286457,17,114
79.896988943169,16,115
79.90298050819052,15,116
79.91934000720518,14,117
79.97270987228276,13,118
80.18654843126741,12,119
80.24528776193195,11,120
80.32290300678439,10,121
80.34089827097667,9,122
80.47630806251394,8,123
80.48040273276546,7,124
80.82372552533738,6,125
80.96788082215245,5,126
81.07845235766023,4,127
81.34859865161248,3,128
81.79123980641509,2,129
83.10605234731733,1,130
83.93367534613868,0,131
