t,S,I
0.0,117,1
11.554567410172167,116,2
16.778056233641298,115,3
17.53708211241908,114,4
19.142004049931277,113,5
22.15688926067952,112,6
23.183812577043675,111,7
29.159790917105564,110,8
32.080867874373894,109,9
37.63407389603087,108,10
39.47211375408225,107,11
41.91858583941545,106,12
43.05328308683966,105,13
44.24818325199223,104,14
44.432454332482514,103,15
44.96553560968234,102,16
49.0374186444894,101,17
53.964522315559,100,18
54.30843618702543,99,19
56.01133843130749,98,20
56.16003895649768,97,21
57.80707450858815,96,22
64.34127783708598,95,23
64.88749277531947,94,24
69.0926582424524,93,25
69.80740756325568,92,26
71.89267133863594,91,27
74.14559453087375,90,28
79.58997034731966,89,29
79.99435269764415,88,30
84.76616336766061,87,31
86.00342333791045,86,32
87.32171357467496,85,33
87.35118333213825,84,34
87.9547849865124,83,35
90.13478601716722,82,36
90.30522176556047,81,37
90.34933422410393,80,38
90.72634669054673,79,39
92.9881593502977,78,40
93.35402171272314,77,41
94.25723522254894,76,42
94.54496114037322,75,43
94.63298744206294,74,44
95.00039619499961,73,45
95.03683238166356,72,46
95.26502830045794,71,47
95.4195349610676,70,48
95.42391984307676,69,49
95.53539887894246,68,50
95.83827958331722,67,51
96.36077900100274,66,52
96.36917075326498,65,53
96.37685548861049,64,54
96.52028596636953,63,55
96.66300892339888,62,56
96.93712944294955,61,57
97.01991902716492,60,58
97.06987851322631,59,59
97.32755763893107,58,60
97.33429451187938,57,61
97.33904819436248,56,62
97.41067307554196,55,63
97.52786515428659,54,64
97.54126347022198,53,65
97.57972126331791,52,66
97.59330145755465,51,67
97.63679633838838,50,68
97.65627230109257,49,69
97.6568210722403,48,70
97.74838889932047,47,71
97.814325916682,46,72
97.85962280039175,45,73
97.91804087032558,44,74
98.00882448442398,43,75
98.00994989581636,42,76
98.02553107859114,41,77
98.06448150353143,40,78
98.06935837571064,39,79
98.07510682079523,38,80
98.07823773662463,37,81
98.08704700539683,36,82
98.13873778813452,35,83
98.14949044142632,34,84
98.16009573102629,33,85
98.16273634674486,32,86
98.25714220548016,31,87
98.31140714236152,30,88
98.33828447063337,29,89
98.34284170257298,28,90
98.45604528743158,27,91
98.51658137306111,26,92
98.66491089423883,25,93
98.66916530535208,24,94
98.76421574250618,23,95
98.85621798056992,22,96
98.88435528803633,21,97
98.97855221478038,20,98
99.24753950203566,19,99
99.26428507809369,18,100
99.3585212324329,17,101
99.77583081701269,16,102
99.86902732455539,15,103
100.13912124317402,14,104
100.19303264072568,13,105
100.26565277378327,12,106
100.50928573916231,11,107
100.5814688312194,10,108
100.84043210967799,9,109
100.89539220486523,8,110
100.99014297479621,7,111
101.07443543430877,6,112
101.11722386721797,5,113
101.1499406751743,4,114
101.20776720877905,3,115
101.32632011014141,2,116
101.38924320630134,1,117
101.74237109996892,0,118
