t,S,I
0.0,77,1
2.6386174269933393,76,2
7.4129831951083975,75,3
15.890383406358728,74,4
15.989624558471483,73,5
16.264997091461833,72,6
18.253012781851044,71,7
21.739626781295712,70,8
23.140338581213665,69,9
35.311804339634435,68,10
38.109089151806074,67,11
39.87747028873659,66,12
42.6567076166926,65,13
49.916519652849786,64,14
58.583165373596714,63,15
61.297649091894215,62,16
62.822822311338314,61,17
64.34102309518312,60,18
76.19305401049667,59,19
76.20961027588196,58,20
76.754376204111,57,21
78.0281761341503,56,22
79.83625404628536,55,23
84.29680368411933,54,24
85.63689415188513,53,25
86.05472226156138,52,26
86.80230721855932,51,27
86.93364590874151,50,28
87.34868762056769,49,29
87.67177124643592,48,30
87.75682204492922,47,31
89.10673701717576,46,32
89.15352574212469,45,33
89.44957908240521,44,34
89.66184386213514,43,35
89.73937010647886,42,36
89.90619287455861,41,37
89.9100969117946,40,38
89.9438294596608,39,39
90.16859007918447,38,40
90.34512663354265,37,41
90.37627737330946,36,42
90.40950657544546,35,43
90.71053922501045,34,44
90.71964031680825,33,45
90.74963178013756,32,46
90.77397070192,31,47
90.80312261115283,30,48
90.80485448087052,29,49
90.80913366196701,28,50
90.87098118176714,27,51
90.99908096428429,26,52
91.08729720584282,25,53
91.08823513218208,24,54
91.19444022259273,23,55
91.21149122165926,22,56
91.47683918252898,21,57
91.49933149553932,20,58
91.50642546599812,19,59
91.51742431882457,18,60
91.52215010293212,17,61
91.56871356502144,16,62
91.62975582674342,15,63
91.63476639325874,14,64
91.6692421631245,13,65
91.77802025299802,12,66
91.82605181840874,11,67
91.82814344414146,10,68
91.96706644299807,9,69
92.05858177638157,8,70
92.08072556364148,7,71
92.20792419036394,6,72
92.25663364163701,5,73
92.35242070024906,4,74
93.8486109468575,3,75
94.03385468739027,2,76
95.05555761075253,1,77
95.20118126922524,0,78
