t,S,I
0.0,29,1
0.2492309993823806,28,2
0.6437578168194432,27,3
1.129572030997077,26,4
1.3458958343058567,25,5
1.399792290218389,24,6
1.5312193241499232,23,7
1.5539630589405913,22,8
1.8991169721418195,21,9
1.9583081053956752,20,10
1.9955112568023219,19,11
2.0125856696554454,18,12
2.0226357330577787,17,13
2.1036355171908454,16,14
2.2361885844408023,15,15
2.4090402084840714,14,16
2.4964603471430356,13,17
2.5606172285071813,12,18
2.6178823815391015,11,19
2.868973172493944,10,20
3.031556745528657,9,21
3.0724775230847023,8,22
3.104990135998174,7,23
3.1254577752874435,6,24
3.258517419921651,5,25
4.451263211854547,4,26
4.60107284475509,3,27
4.7431009951362215,2,28
5.05199382009363,1,29
8.687288420618692,0,30
