t,S,I
0.0,93,1
0.21526944764091846,92,2
0.23428874004923253,91,3
0.25401560503316467,90,4
0.266521511291034,89,5
0.3108306863520119,88,6
0.35486853866929957,87,7
0.42956415473600185,86,8
0.4510037845692843,85,9
0.4683460800165744,84,10
0.46877875900891386,83,11
0.5232711561888662,82,12
0.5240979893958339,81,13
0.549545638051096,80,14
0.5615071469038638,79,15
0.581996502153134,78,16
0.5898385405868364,77,17
0.6025222712713469,76,18
0.6261645904596526,75,19
0.6458134208511602,74,20
0.6558218814293995,73,21
0.6702176159936608,72,22
0.6745934565235779,71,23
0.6792169977387608,70,24
0.7118805309232085,69,25
0.7131181985170724,68,26
0.7642737448949474,67,27
0.7869023577389854,66,28
0.803204402528886,65,29
0.8543666450835536,64,30
0.8551060168595296,63,31
0.8784775169390615,62,32
0.8796745543353837,61,33
0.9022604958841718,60,34
0.9087780270940072,59,35
0.915957038075663,58,36
0.9241740928610083,57,37
0.9351154324563792,56,38
0.9365619115843538,55,39
0.939979927666039,54,40
0.9965633450733793,53,41
1.0223977954614971,52,42
1.026666138668586,51,43
1.03548931619402,50,44
1.041632637397916,49,45
1.0596846304512013,48,46
1.0958600551992048,47,47
1.1062256260734922,46,48
1.1316387695518015,45,49
1.1507929980965783,44,50
1.157683183018345,43,51
1.205427181166251,42,52
1.2167774379590905,41,53
1.26049101601828,40,54
1.291871116385398,39,55
1.3597725488459365,38,56
1.3846469616469073,37,57
1.3923099808607822,36,58
1.4577643769290953,35,59
1.5274614814932805,34,60
1.54265910306228,33,61
1.5450141111667843,32,62
1.5776424395847366,31,63
1.592775830866207,30,64
1.6984904059171584,29,65
1.7192029544311418,28,66
1.730271812408851,27,67
1.8011490149805325,26,68
1.8434200596393502,25,69
1.897539934609671,24,70
1.9287078901582184,23,71
1.9492239349214429,22,72
2.0027265654551334,21,73
2.013615483148412,20,74
2.0558360062562264,19,75
2.0874029801736804,18,76
2.0886009138893584,17,77
2.1736032230021824,16,78
2.275504441361896,15,79
2.372062752700589,14,80
2.4527979165698293,13,81
2.478403728082989,12,82
2.4869531228883175,11,83
2.530159768302425,10,84
2.535299369022022,9,85
2.6071638151611918,8,86
2.6836983263167906,7,87
2.8711094890043514,6,88
3.1866559609885563,5,89
3.2731766479596085,4,90
3.81303950785349,3,91
4.401001225366174,2,92
5.012142793863883,1,93
5.191439497736865,0,94
