t,S,I
0.0,117,1
0.03302488431968192,116,2
0.11351349308543954,115,3
0.13116431071612059,114,4
0.15279186541040138,113,5
0.15684122532487382,112,6
0.16425802342785129,111,7
0.17457213935024446,110,8
0.17788848267485252,109,9
0.1848759828021981,108,10
0.20626146044313112,107,11
0.21783782133394053,106,12
0.22556813020120933,105,13
0.2419585891293927,104,14
0.2567354020639418,103,15
0.281335846587792,102,16
0.2934366423009029,101,17
0.31193855326799924,100,18
0.3119944429759926,99,19
0.3324701788197968,98,20
0.33775653093805197,97,21
0.340513120686867,96,22
0.34730498133358817,95,23
0.35931585716653786,94,24
0.3634066095630028,93,25
0.36951267184166736,92,26
0.37379402420003116,91,27
0.3752611265839507,90,28
0.38230993374922523,89,29
0.3832994156475746,88,30
0.38461090147906823,87,31
0.3959046821225847,86,32
0.41712168318177867,85,33
0.41944571235461214,84,34
0.4206566560649744,83,35
0.4271028439096059,82,36
0.4969926933946123,81,37
0.5163737129395737,80,38
0.5313242103872526,79,39
0.5364827327977744,78,40
0.5629171961073173,77,41
0.581662051255117,76,42
0.6198113911902638,75,43
0.6346915146639863,74,44
0.6399758003495672,73,45
0.6483935882978975,72,46
0.6558436875186073,71,47
0.6802283458406576,70,48
0.6806668889799095,69,49
0.7235172454268948,68,50
0.7464904418997509,67,51
0.7537709657103022,66,52
0.7860091542163242,65,53
0.7942547086174246,64,54
0.8370889821213817,63,55
0.8385542913409524,62,56
0.8397599807402311,61,57
0.8470183002325946,60,58
0.8606760630333975,59,59
0.8720250985485135,58,60
0.8904488525085689,57,61
0.909341207865749,56,62
0.9298681459280024,55,63
0.9588068967170805,54,64
0.9863440106358333,53,65
0.9955771642459921,52,66
1.0562424452024395,51,67
1.0619049663661593,50,68
1.0789576577546833,49,69
1.0882419380114663,48,70
1.0885955904704219,47,71
1.1083740019373884,46,72
1.1228137707359964,45,73
1.1396546149666744,44,74
1.147880599270244,43,75
1.1607100170159674,42,76
1.253125934898203,41,77
1.253333473779742,40,78
1.2970106572974431,39,79
1.305788217516833,38,80
1.3080178885190277,37,81
1.3140415464853437,36,82
1.3408531151730105,35,83
1.3609917499715212,34,84
1.3635723093511987,33,85
1.375931789767218,32,86
1.3900755362767667,31,87
1.4154244844247907,30,88
1.4189290540568336,29,89
1.425248178290554,28,90
1.4327781776380102,27,91
1.4659854566394304,26,92
1.5114228233755096,25,93
1.5138912519105574,24,94
1.5566814674640677,23,95
1.5726551146199417,22,96
1.5761083890072627,21,97
1.5957017067495156,20,98
1.6051444395515508,19,99
1.685239091368609,18,100
1.8153416632350206,17,101
1.8622364274887153,16,102
1.9526121803170289,15,103
1.9960201159447835,14,104
2.00247874323361,13,105
2.1882696701289674,12,106
2.4457158133734955,11,107
2.5410642149298157,10,108
2.6311207643092445,9,109
2.6750458549778378,8,110
2.683814666434468,7,111
2.8561092638878622,6,112
2.862250401402402,5,113
3.1284073063753217,4,114
3.2727921837148237,3,115
3.4665793810322842,2,116
3.543310368052645,1,117
4.41518728865362,0,118
