t,S,I
0.0,50,1
0.7236934692350179,49,2
3.7065757483029196,48,3
6.9564113217419425,47,4
16.046197336232822,46,5
19.385921551383976,45,6
20.389259875309794,44,7
23.03382936206654,43,8
25.893123439126533,42,9
30.33369885688013,41,10
33.21538268141462,40,11
33.62457509446143,39,12
33.726370463670875,38,13
37.354186166330386,37,14
37.70464024406197,36,15
42.79390993985786,35,16
44.00452752932466,34,17
44.52719533130898,33,18
44.80564914593685,32,19
44.829538166588065,31,20
44.83118315021003,30,21
45.16258275731997,29,22
45.90220109853771,28,23
50.72599140803247,27,24
53.170289936307654,26,25
53.255567024153066,25,26
53.45261710912775,24,27
53.51610437405663,23,28
53.546049402315354,22,29
53.64570881344736,21,30
54.067756017052005,20,31
55.73259696281707,19,32
68.31081954568323,18,33
69.09382541226793,17,34
71.2822904009933,16,35
72.36667113635505,15,36
72.75455335534554,14,37
79.95781286197123,13,38
87.24841496891987,12,39
87.71489952185155,11,40
90.00051913388671,10,41
90.12292359273063,9,42
90.20661864766451,8,43
91.08343235664947,7,44
95.86498191769144,6,45
127.20068822026808,5,46
128.74084580492965,4,47
128.80594838632882,3,48
129.13455691414612,2,49
130.4830902900805,1,50
131.08643778327618,0,51
