t,S,I
0.0,72,1
4.535907952365351,71,2
9.863385904914535,70,3
11.65089665865182,69,4
11.764177552386462,68,5
13.15561785792213,67,6
13.959989956038996,66,7
21.284779053036317,65,8
22.192284130127575,64,9
24.104584379119483,63,10
28.361812650732805,62,11
45.197140398061336,61,12
45.35317577783349,60,13
45.56905470408648,59,14
53.08356861624051,58,15
54.469245616953266,57,16
54.66695039694868,56,17
55.23274459119928,55,18
57.39534961815785,54,19
65.74897178568601,53,20
66.17576849159603,52,21
66.2216172439457,51,22
67.66331057261974,50,23
68.99488027344553,49,24
69.79202999722405,48,25
70.45511038322464,47,26
71.08699046411134,46,27
72.45954229113416,45,28
72.49597973675054,44,29
72.97092328611926,43,30
73.26569806142554,42,31
73.29405574943705,41,32
73.3784259663633,40,33
73.4990408705588,39,34
73.54386642570209,38,35
73.65062019485637,37,36
73.69736261761145,36,37
73.88026747460151,35,38
74.08462352385777,34,39
74.10169896979752,33,40
74.3032753832572,32,41
74.36011027340942,31,42
74.36285004149178,30,43
74.42266467756434,29,44
74.43531416254717,28,45
74.49961436036916,27,46
74.59220798732666,26,47
74.65052193924674,25,48
74.65062094947348,24,49
74.65421006668639,23,50
74.82429156846676,22,51
74.86730549043209,21,52
74.87275162504783,20,53
74.96980139161795,19,54
75.0649599429057,18,55
75.12621532495858,17,56
75.13752550311513,16,57
75.14035497571963,15,58
75.2281114993553,14,59
75.46237129942122,13,60
75.47371345953455,12,61
75.59955562899961,11,62
75.74658909703942,10,63
76.07687297396515,9,64
76.31392888916885,8,65
76.53619399683112,7,66
76.69829953711668,6,67
77.67518661705122,5,68
77.73105370517744,4,69
77.85602798049442,3,70
78.07784413178881,2,71
78.60204229022881,1,72
79.2803649273658,0,73
