t,S,I
0.0,93,1
4.111461154240332,92,2
6.383693153231249,91,3
14.23147617864914,90,4
14.927972684227086,89,5
20.29117713326775,88,6
20.485758314653765,87,7
22.7005140859396,86,8
22.738866523804308,85,9
26.662535262927182,84,10
29.44839975982109,83,11
32.667060642955406,82,12
35.50545425946927,81,13
39.24341212289586,80,14
40.05174242792249,79,15
41.2558475960607,78,16
43.847489282440016,77,17
46.99676626539086,76,18
48.80948527144088,75,19
54.31493013593431,74,20
54.34689256092641,73,21
58.3986367075088,72,22
58.745414487082186,71,23
60.009488845734744,70,24
60.20203300746567,69,25
60.25669755759666,68,26
60.79580983338115,67,27
61.109682967390896,66,28
63.356280284450776,65,29
63.631640321112314,64,30
63.677996970296654,63,31
63.72906319176377,62,32
63.88530981618275,61,33
64.09040117511752,60,34
64.86453066318619,59,35
64.98456743684802,58,36
65.76947201947817,57,37
65.95432041653062,56,38
65.97086746726929,55,39
66.01567704923622,54,40
66.34050958814666,53,41
66.4311016795652,52,42
66.62930519981403,51,43
66.63793767963097,50,44
66.68745558814088,49,45
66.91974403622592,48,46
67.02897897236842,47,47
67.08173130011484,46,48
67.43178091343084,45,49
67.4517090764693,44,50
67.51882477518352,43,51
67.56339703188868,42,52
67.57262528744447,41,53
67.62889268851725,40,54
67.68270559595204,39,55
67.6916648984417,38,56
67.72951674140973,37,57
67.73157300774157,36,58
67.78991060123496,35,59
67.83403930894639,34,60
67.8473150083544,33,61
67.91219986088156,32,62
67.95076076579525,31,63
68.14738143031391,30,64
68.265527786091,29,65
68.34295387684064,28,66
68.35623360886625,27,67
68.40390154889207,26,68
68.43342614257247,25,69
68.45408539824317,24,70
68.48162549517785,23,71
68.50244405023739,22,72
68.53451059492879,21,73
68.53656075049268,20,74
68.81247157745368,19,75
68.91364463088853,18,76
68.95080780866695,17,77
69.036197544754,16,78
69.05424250465124,15,79
69.08865229168856,14,80
69.26525557040053,13,81
69.29295092577284,12,82
69.32805347078619,11,83
69.37797049669386,10,84
69.3916266662754,9,85
69.46138064195492,8,86
69.82690595357273,7,87
69.90476467469108,6,88
69.91159503435394,5,89
70.10031551994946,4,90
70.1710903557852,3,91
70.49930828004939,2,92
71.52121808043756,1,93
74.56567546440927,0,94
