t,S,I
0.0,89,1
7.231757286800202,88,2
12.110025228618756,87,3
26.7525622493072,86,4
28.08945603851688,85,5
32.104202476851235,84,6
32.95385524799233,83,7
35.588880584954694,82,8
38.92413272556837,81,9
40.024884539455144,80,10
40.41198413288013,79,11
41.3703314223177,78,12
42.3491218740951,77,13
43.09059685746535,76,14
43.24161999274893,75,15
46.45722237846779,74,16
46.84458058607777,73,17
48.361308178807285,72,18
48.66849219588094,71,19
53.4030097568624,70,20
53.64014439433791,69,21
55.4958277533642,68,22
55.801969047647844,67,23
56.791343562540604,66,24
58.442946237885145,65,25
58.47344808921742,64,26
58.721847322331136,63,27
59.15531521824017,62,28
59.53553847749927,61,29
59.89915183610138,60,30
60.057879204689314,59,31
60.11517298968991,58,32
60.34345027487393,57,33
62.270648447816356,56,34
62.38641070792953,55,35
62.46784998587279,54,36
62.47561975873766,53,37
62.49483205245171,52,38
62.5908183100222,51,39
62.648966171968816,50,40
62.70840641580626,49,41
62.79474372125057,48,42
62.84550368102579,47,43
62.8806652218434,46,44
62.88546654386131,45,45
62.91696086012829,44,46
62.9612342716448,43,47
62.96380799688866,42,48
63.01998484919244,41,49
63.04643009265716,40,50
63.06073337238496,39,51
63.07887678562325,38,52
63.14930814884979,37,53
63.15422206739362,36,54
63.23334347261477,35,55
63.23712784741888,34,56
63.26775943960261,33,57
63.279184325719136,32,58
63.313997828220046,31,59
63.397134997168536,30,60
63.42775452253064,29,61
63.51841570254928,28,62
63.557578134783796,27,63
63.615428657858466,26,64
63.6790359919028,25,65
63.71864241850616,24,66
63.820203890748694,23,67
63.956573707998956,22,68
63.97788476597783,21,69
64.17713271596159,20,70
64.19530185468206,19,71
64.1968782989507,18,72
64.24674531976214,17,73
64.25240891166138,16,74
64.30234942565582,15,75
64.42784006787497,14,76
64.57336384122131,13,77
64.5923567889923,12,78
64.74395081029617,11,79
64.99115578434433,10,80
65.14174748324731,9,81
65.18011299565914,8,82
65.2872109083306,7,83
65.51604660991197,6,84
65.56151133775798,5,85
65.75079591693567,4,86
65.7567298929352,3,87
66.01619141375032,2,88
66.48233408575899,1,89
66.49718755443322,0,90
