t,S,I
0.0,101,1
0.021709763709610575,100,2
0.028005745820973295,99,3
0.03973829045147804,98,4
0.05646310713533787,97,5
0.06427288132013609,96,6
0.06505558708346686,95,7
0.07583207262935183,94,8
0.0758712236979272,93,9
0.10520311030851871,92,10
0.11025363646182969,91,11
0.11074869452074272,90,12
0.11206777396831774,89,13
0.12804643337026644,88,14
0.1386892084078495,87,15
0.1449487089351985,86,16
0.14782485603673984,85,17
0.16430071884070868,84,18
0.171548890438826,83,19
0.18462113516847514,82,20
0.2236919920457098,81,21
0.22484548882400757,80,22
0.2273777069010905,79,23
0.2496712838566958,78,24
0.2563860559236339,77,25
0.2651075632361095,76,26
0.30609983698311966,75,27
0.3099165832389548,74,28
0.3109618827732267,73,29
0.33683982987996014,72,30
0.3467721758009934,71,31
0.3500642650137992,70,32
0.39152299471520247,69,33
0.4232791658252283,68,34
0.4468742652924693,67,35
0.44777209081742997,66,36
0.47285076437021645,65,37
0.5014357509210992,64,38
0.5095056242412302,63,39
0.5361982587305254,62,40
0.5487677769767688,61,41
0.5699005284597609,60,42
0.5718451599295272,59,43
0.596577641552185,58,44
0.6024763343648045,57,45
0.7046237006185387,56,46
0.7221919702917534,55,47
0.7272165025739682,54,48
0.747319284676296,53,49
0.7609536232490891,52,50
0.8063931097535193,51,51
0.8076792430759973,50,52
0.8318493876724085,49,53
0.8629484847840242,48,54
0.889775471042594,47,55
0.909047745904511,46,56
0.9183884769525084,45,57
0.9410042498375951,44,58
0.9603144384646951,43,59
0.9750186667927726,42,60
0.9991254968103714,41,61
1.0155517801553924,40,62
1.0236157555332137,39,63
1.1161543451521043,38,64
1.135374129762308,37,65
1.1794818166698446,36,66
1.179898277218141,35,67
1.2870955798710235,34,68
1.2965238970489914,33,69
1.2973523773128894,32,70
1.3280045093609978,31,71
1.3590090884366923,30,72
1.362634185804061,29,73
1.3858672777963963,28,74
1.511705337242177,27,75
1.5332926999738214,26,76
1.5389718245073565,25,77
1.6040549349284703,24,78
1.6347251039424213,23,79
1.6588567052401875,22,80
1.6917977830764062,21,81
1.7699450220863755,20,82
1.8236826429910735,19,83
1.8987706038925072,18,84
1.9672288711989998,17,85
2.331650807006606,16,86
2.365794812244537,15,87
2.424289828088504,14,88
2.436445065552955,13,89
2.4540082774145793,12,90
2.4694141524778734,11,91
2.554511017414911,10,92
2.7156119556070415,9,93
2.7294026803229507,8,94
3.0185933929572015,7,95
3.0698414586057794,6,96
3.119685448030412,5,97
3.334052612724923,4,98
3.806748938749177,3,99
4.344695299034866,2,100
4.475078621419734,1,101
7.178948964489961,0,102
