t,S,I
0.0,114,1
0.0784724328034964,113,2
0.09878085785322265,112,3
0.15483923854939793,111,4
0.16497380783399931,110,5
0.17173629350166483,109,6
0.20612617068496697,108,7
0.2103966533874712,107,8
0.21231706337454298,106,9
0.2139087246394154,105,10
0.23308852977560102,104,11
0.2347288182272626,103,12
0.23814000173138974,102,13
0.24266674482374584,101,14
0.26405732517118913,100,15
0.26502159125907004,99,16
0.27227552867004245,98,17
0.2909696942224062,97,18
0.2921321602122698,96,19
0.30267448122946994,95,20
0.3112852045045043,94,21
0.3415871226202946,93,22
0.3449887365850927,92,23
0.3722152907751665,91,24
0.3754908438900593,90,25
0.38879111193643523,89,26
0.38895085954809777,88,27
0.40867900527545004,87,28
0.425456208586479,86,29
0.4411605277319629,85,30
0.45840751243987526,84,31
0.4651009374504389,83,32
0.47462750524353525,82,33
0.4852523413156739,81,34
0.49571618269335854,80,35
0.5166878347367844,79,36
0.5172790169540207,78,37
0.5283750360609523,77,38
0.5387006293613245,76,39
0.5425506175726968,75,40
0.5589469029261993,74,41
0.5642380794166397,73,42
0.5768196603179409,72,43
0.6091680805587599,71,44
0.6155089263125557,70,45
0.6205164064036335,69,46
0.6470891080933769,68,47
0.6508841620333995,67,48
0.6567688540228364,66,49
0.6581951316326755,65,50
0.658805655688083,64,51
0.6686626596050177,63,52
0.7151484427537667,62,53
0.7188781807296467,61,54
0.7193099099753194,60,55
0.7228825684312482,59,56
0.7357938005547204,58,57
0.7797018376933721,57,58
0.7885857596936923,56,59
0.8137315014679376,55,60
0.8236879823811633,54,61
0.8511445890334843,53,62
0.8616443204180266,52,63
0.8629220674313153,51,64
0.8790424338674008,50,65
0.8805676545050166,49,66
0.8939393240973245,48,67
0.8975715518178001,47,68
0.9096189269322488,46,69
0.9574854617974641,45,70
0.9633541033405586,44,71
0.9828715316805874,43,72
0.984684430239642,42,73
1.0265530693439826,41,74
1.028149599805733,40,75
1.056272913288463,39,76
1.0750510251492431,38,77
1.127211089191706,37,78
1.1897372940859068,36,79
1.2064742347497524,35,80
1.213822238748732,34,81
1.2163825913724153,33,82
1.2969530202480108,32,83
1.315875298998956,31,84
1.35351332598819,30,85
1.401657977342976,29,86
1.4046961611134192,28,87
1.411622949802791,27,88
1.424241645014968,26,89
1.4287852521365796,25,90
1.4292891868377706,24,91
1.4750866133982568,23,92
1.5082535499706244,22,93
1.5385685501653341,21,94
1.5414715091605395,20,95
1.5428817077309787,19,96
1.5854056740734905,18,97
1.6399994733357972,17,98
1.6649883698484818,16,99
1.725732620250241,15,100
1.7807034685221723,14,101
1.8795714349236703,13,102
1.9409504203472758,12,103
2.010086052711063,11,104
2.1962357385010565,10,105
2.2455081601910334,9,106
2.3239817295501046,8,107
2.367236415360512,7,108
2.4126854661335972,6,109
2.537486465121138,5,110
2.5747775458547646,4,111
2.8417870118864212,3,112
3.2637447548768463,2,113
3.4215596092914993,1,114
3.497229848847331,0,115
