t,S,I
0.0,151,1
0.1066608909491126,150,2
0.1382531316859255,149,3
0.1817664611517273,148,4
0.18266607569310592,147,5
0.20979555013141332,146,6
0.232303437917235,145,7
0.23709773838191736,144,8
0.23797918572468618,143,9
0.24029540255377896,142,10
0.246966713765505,141,11
0.2558048825970622,140,12
0.25916177429681936,139,13
0.2648976722950684,138,14
0.27824073344448313,137,15
0.2807522994935329,136,16
0.28699788423553463,135,17
0.2889266234051659,134,18
0.290424187567588,133,19
0.29720444620457515,132,20
0.2985434340401534,131,21
0.3097146004196855,130,22
0.3182753873087394,129,23
0.32366300083532434,128,24
0.34343902229160883,127,25
0.34989894608192146,126,26
0.35651621811143674,125,27
0.37464680750571067,124,28
0.3754655329561269,123,29
0.38906464027068416,122,30
0.3909038255098754,121,31
0.39094424606960176,120,32
0.39605754889866707,119,33
0.41843281240815683,118,34
0.42146912973474665,117,35
0.4269032459915752,116,36
0.43262350321858806,115,37
0.4383490283822194,114,38
0.46352493643512416,113,39
0.5221122158023771,112,40
0.5251318126096219,111,41
0.5390263618030041,110,42
0.5407789029354318,109,43
0.5575616772652817,108,44
0.561958755139786,107,45
0.5633722317211567,106,46
0.5746538668761636,105,47
0.5756977938397116,104,48
0.5764744219212417,103,49
0.62392555450399,102,50
0.6570437368828697,101,51
0.6636238825947078,100,52
0.6765418555801044,99,53
0.6769740336854002,98,54
0.6867136499688156,97,55
0.6904870671740658,96,56
0.6980128878891936,95,57
0.7038371410325515,94,58
0.7182345471531596,93,59
0.7330227333453239,92,60
0.7393897597319374,91,61
0.7399153920265965,90,62
0.7617681304358047,89,63
0.784237978729229,88,64
0.7928198566242743,87,65
0.7980411552113748,86,66
0.8198797382418049,85,67
0.821057814776859,84,68
0.8259672302428636,83,69
0.8290769438109766,82,70
0.836453652801516,81,71
0.8560710600766348,80,72
0.8597164113346762,79,73
0.9021332622432809,78,74
0.9120576353059596,77,75
0.9126354674652539,76,76
0.9258001081446311,75,77
0.9323830344678256,74,78
0.9421440674665025,73,79
0.9573186665078913,72,80
0.9580401423676722,71,81
0.9589635279245664,70,82
0.9618091250319971,69,83
0.9664202734506392,68,84
1.0276395965574392,67,85
1.048580289997552,66,86
1.0720665397314486,65,87
1.0885527941325903,64,88
1.0911042712704002,63,89
1.0937388161689534,62,90
1.0941510311851135,61,91
1.1117332827636774,60,92
1.1126197860412947,59,93
1.1157610251125498,58,94
1.1300730571181656,57,95
1.1425164280589257,56,96
1.1452523694190833,55,97
1.1540976776124012,54,98
1.1862590314215384,53,99
1.1977629662839815,52,100
1.2039212054841173,51,101
1.2117657563974766,50,102
1.24404137271367,49,103
1.2493236616821644,48,104
1.2590492295351274,47,105
1.318791216446981,46,106
1.3332381541892895,45,107
1.3603549248024018,44,108
1.3681421100648221,43,109
1.4072992103983029,42,110
1.444901711408489,41,111
1.4514547203491528,40,112
1.4608458756005243,39,113
1.4693324720125633,38,114
1.4727698624880576,37,115
1.5179364550747345,36,116
1.5217649605518737,35,117
1.5258201354952454,34,118
1.530890712600197,33,119
1.551199161074329,32,120
1.6105793462452123,31,121
1.6253313426555107,30,122
1.7161404589661275,29,123
1.759231552813021,28,124
1.7603664756868815,27,125
1.7881550262951287,26,126
1.81191713023128,25,127
1.81795720081616,24,128
1.8248344531482783,23,129
2.0236048934549267,22,130
2.0581700415810866,21,131
2.095283758547214,20,132
2.1346330792892045,19,133
2.161185071489854,18,134
2.373567676753459,17,135
2.5257072928300053,16,136
2.531380666889165,15,137
2.6396519240853222,14,138
2.685357601133663,13,139
2.7578004276009063,12,140
2.7861834485514394,11,141
2.7897913409758144,10,142
2.9412376389735337,9,143
3.1515247447620234,8,144
3.2458918403278156,7,145
3.2515950544725487,6,146
3.4666745679538846,5,147
3.4927016449865915,4,148
3.7823002687236644,3,149
4.24479297356664,2,150
4.576954804885721,1,151
5.011816739814309,0,152
