t,S,I
0.0,86,1
0.08743315276308523,85,2
6.263739799759172,84,3
7.406160184982625,83,4
10.32128092051074,82,5
12.04874825544621,81,6
17.159795646131677,80,7
20.34631691079128,79,8
20.516854906060527,78,9
21.455029048782738,77,10
24.69233704017035,76,11
33.20756813355046,75,12
43.34717060610763,74,13
48.858802124599485,73,14
58.97663337068871,72,15
62.14413734701743,71,16
63.34867680251217,70,17
64.37749357217311,69,18
65.52515071364527,68,19
67.558171987608,67,20
67.7535540218504,66,21
67.9474942936618,65,22
70.44805969064512,64,23
71.45164232867741,63,24
71.66795909944952,62,25
73.59677979115591,61,26
76.06745130783892,60,27
76.1756996244438,59,28
77.36429481244852,58,29
77.75948225306719,57,30
79.18681451743325,56,31
79.1988878119685,55,32
79.37692893158663,54,33
80.12874042668724,53,34
80.24287614836652,52,35
80.31295744441606,51,36
80.42582161169246,50,37
80.8486335934266,49,38
80.87712056372948,48,39
80.87864645366268,47,40
81.23261294362267,46,41
81.30396408063893,45,42
81.32918273975307,44,43
81.34807431732614,43,44
81.45208316220594,42,45
81.57453293208455,41,46
81.72936883280074,40,47
82.00915960467267,39,48
82.11357622628122,38,49
82.17496538926136,37,50
82.17614755750644,36,51
82.17865153338698,35,52
82.22616181154854,34,53
82.24045063593235,33,54
82.2672682221144,32,55
82.28047937997125,31,56
82.29271759868186,30,57
82.45482867466679,29,58
82.50910314402853,28,59
82.53481964780734,27,60
82.55549297402148,26,61
82.5613319794021,25,62
82.5917846014275,24,63
82.67821755927339,23,64
82.73885685125224,22,65
82.78791794780807,21,66
82.80726947730551,20,67
82.83657646221018,19,68
82.95935340670225,18,69
82.96274503947528,17,70
82.99137278979171,16,71
83.01862268860523,15,72
83.02780803177664,14,73
83.22620845862016,13,74
83.26739963117427,12,75
83.57381456923213,11,76
83.59000651166414,10,77
83.97770409854746,9,78
84.07690113628423,8,79
84.373332125147,7,80
84.60273655651382,6,81
84.8167714900092,5,82
84.93935607027605,4,83
85.58998199770477,3,84
86.60309702371663,2,85
86.81845639161224,1,86
88.66206459356677,0,87
