t,S,I
0.0,30,1
0.34084110137668516,29,2
0.6680789261787319,28,3
0.8858595973516683,27,4
1.0293156102681775,26,5
1.40634327551391,25,6
1.451040915631307,24,7
1.5398353351481422,23,8
1.5517571094631195,22,9
1.6156013049034121,21,10
1.6686088953332376,20,11
1.7947864753747733,19,12
1.8410512506589964,18,13
2.0928611237144437,17,14
2.105138554982797,16,15
2.149760617499699,15,16
2.4237382209878904,14,17
2.463953456739823,13,18
2.5185797136133954,12,19
2.57112348239319,11,20
2.8254473344280493,10,21
3.0685011935004853,9,22
3.124815702928131,8,23
4.0810028016733435,7,24
4.594086550069864,6,25
6.615896161271152,5,26
6.916566907001976,4,27
7.528002525900857,3,28
7.906666006559353,2,29
8.375927706292842,1,30
8.655137695481255,0,31
