t,S,I
0.0,27,1
0.30693600987363684,26,2
0.4252495594153345,25,3
0.6055334765710616,24,4
0.6635812399072777,23,5
0.7027263731697939,22,6
0.7389487505428347,21,7
0.8347992207831139,20,8
0.8381284609254079,19,9
0.8864508353086807,18,10
0.8878938504708417,17,11
1.0076221569619361,16,12
1.0371596017583307,15,13
1.0891729412527673,14,14
1.2510476031034885,13,15
1.4351046963227347,12,16
1.4843773192445704,11,17
1.4873430015435014,10,18
1.5177388057152954,9,19
1.5602274978950648,8,20
1.6327296586581728,7,21
1.9167692603068573,6,22
1.9542742443833505,5,23
2.1459921586740633,4,24
2.463716716914797,3,25
2.5220162338104957,2,26
3.2912954588399996,1,27
3.5575301853805246,0,28
