t,S,I
0.0,130,1
0.08837853361805886,129,2
0.11846373108984833,128,3
0.14723574139170836,127,4
0.14814348245132744,126,5
0.24495126608436624,125,6
0.25807755411080247,124,7
0.26291370617087867,123,8
0.2789320251720765,122,9
0.2933070519666784,121,10
0.2983521440342499,120,11
0.3145074729602404,119,12
0.31712367532968183,118,13
0.31728822080412306,117,14
0.3247570898752236,116,15
0.3446667778464764,115,16
0.3463041367154392,114,17
0.34708234494578677,113,18
0.3496138126800971,112,19
0.36449263589339037,111,20
0.3789022183339887,110,21
0.38751535487933675,109,22
0.40001803744003916,108,23
0.4084410015611662,107,24
0.41462707244054164,106,25
0.4169227527055415,105,26
0.41800219876517836,104,27
0.4248881710829518,103,28
0.45731260754968284,102,29
0.4790695722315297,101,30
0.4838794032405621,100,31
0.4843118005849081,99,32
0.4860913631532683,98,33
0.4933141405832783,97,34
0.502553187322142,96,35
0.5223589913690158,95,36
0.6086627107646039,94,37
0.6121160375786681,93,38
0.6239285701211804,92,39
0.6825892873082617,91,40
0.7210911095439537,90,41
0.7286005964601525,89,42
0.7332283381751152,88,43
0.7505429581154445,87,44
0.7532377788260735,86,45
0.7545102520757276,85,46
0.7915511831174823,84,47
0.8491000119168023,83,48
0.8617093846423035,82,49
0.8719100230099597,81,50
0.8970842534829717,80,51
0.9418989182616835,79,52
0.945847990902114,78,53
0.9525281632447297,77,54
0.9540628139447151,76,55
0.9586885433923525,75,56
0.9819045908297054,74,57
0.9929939999312831,73,58
1.0248289883974282,72,59
1.0270153091795913,71,60
1.0291057047247347,70,61
1.0364514215813772,69,62
1.083904262933553,68,63
1.0869493827202945,67,64
1.0889527397709187,66,65
1.0890903375041503,65,66
1.1399200339791333,64,67
1.1419267298214177,63,68
1.152327479599515,62,69
1.187493606180542,61,70
1.198503751940544,60,71
1.2085843084139667,59,72
1.2383717941363999,58,73
1.2887525778515698,57,74
1.3115766765096508,56,75
1.3512425919865745,55,76
1.3703052010252292,54,77
1.4167779026253573,53,78
1.4287061484951886,52,79
1.4302151568833648,51,80
1.445995745557816,50,81
1.4480787652161244,49,82
1.467928102107477,48,83
1.4766701642001112,47,84
1.5146532798772465,46,85
1.5216378469139382,45,86
1.5245830186796683,44,87
1.5415302602551249,43,88
1.5457656542587035,42,89
1.5684953176047984,41,90
1.6163887889228414,40,91
1.6303248778676793,39,92
1.6660733719111285,38,93
1.7301725455554322,37,94
1.740848979482827,36,95
1.7616529471932232,35,96
1.8070321023810834,34,97
1.8091674815701575,33,98
1.9059537225004493,32,99
1.9828097704266696,31,100
1.9881358362361092,30,101
2.0736535137460845,29,102
2.1050845365471282,28,103
2.1185236127913822,27,104
2.1213181829024403,26,105
2.12948932492064,25,106
2.1802979433374965,24,107
2.182237007179863,23,108
2.239041915607007,22,109
2.2607083322328387,21,110
2.33963228676826,20,111
2.3533788414401435,19,112
2.3690259716192883,18,113
2.4308335889863892,17,114
2.43793037775331,16,115
2.46798318854117,15,116
2.500125514998422,14,117
2.5128787216516018,13,118
2.552236322568656,12,119
2.570242524437686,11,120
2.640786119122238,10,121
2.761866173546139,9,122
2.773764361354945,8,123
2.7792340010460204,7,124
2.78934587233426,6,125
2.884558405932515,5,126
3.4268275897869804,4,127
3.4378133562696047,3,128
4.0219097605266905,2,129
4.270966967779994,1,130
5.065526452210501,0,131
