t,S,I
0.0,23,1
3.7888954529214183,22,2
4.786672564835116,21,3
9.537590297318665,20,4
10.431286713180727,19,5
10.9545541607351,18,6
13.639027718595678,17,7
17.499264568938113,16,8
21.320891631834737,15,9
21.435033184398378,14,10
22.58255092828631,13,11
22.75489341864116,12,12
23.570075734658225,11,13
24.205323133044768,10,14
24.675195134646792,9,15
27.52580159262727,8,16
28.022199583881704,7,17
32.1910895257291,6,18
33.8789757800795,5,19
34.73193913318479,4,20
34.944452494177355,3,21
35.06473459792454,2,22
36.36073743126771,1,23
39.44304603148428,0,24
