t,S,I
0.0,21,1
0.17042346390664917,20,2
0.361864362318028,19,3
1.0027737516768616,18,4
1.0691939905719323,17,5
1.1209787543185454,16,6
1.4237367292122367,15,7
1.5147744276236006,14,8
1.837483054723916,13,9
1.978465947929376,12,10
2.040053789189425,11,11
2.104189434037885,10,12
2.489017525115448,9,13
2.547299973618843,8,14
3.0031596699373004,7,15
3.0266609461445806,6,16
3.7383981628732927,5,17
3.994460510900442,4,18
4.002010426191337,3,19
4.330289075503288,2,20
4.69280920178998,1,21
5.987973935339367,0,22
