t,S,I
0.0,98,1
0.04265513941236622,97,2
0.07913678896707763,96,3
0.13072917543065718,95,4
0.13124959143846748,94,5
0.15870461986350454,93,6
0.15939292272085562,92,7
0.16935623404614059,91,8
0.18124703030197878,90,9
0.18388984200121458,89,10
0.19447553567137232,88,11
0.21216953273711353,87,12
0.21661787350202868,86,13
0.21929063347846156,85,14
0.23527910539867586,84,15
0.26952526415319483,83,16
0.274709522740093,82,17
0.2914464211667945,81,18
0.2936498017011674,80,19
0.3042430901489287,79,20
0.3381395721280402,78,21
0.3789616202877627,77,22
0.38547940296077976,76,23
0.39736200858994736,75,24
0.4016797451821718,74,25
0.4172519805673282,73,26
0.42052229950917563,72,27
0.42415991244298906,71,28
0.43592743883733265,70,29
0.4547406403188041,69,30
0.472923285823579,68,31
0.5248095390775536,67,32
0.5470692267358539,66,33
0.559744636098135,65,34
0.568066682463887,64,35
0.5690377319735863,63,36
0.5694089700470164,62,37
0.5781249754500571,61,38
0.589383688788902,60,39
0.6078457925931465,59,40
0.6108168025239006,58,41
0.618240078604651,57,42
0.6224686173038346,56,43
0.641197935910413,55,44
0.7146361467871174,54,45
0.7460156632640043,53,46
0.7505560872055984,52,47
0.7535710573850359,51,48
0.7571452370484878,50,49
0.7715807197533536,49,50
0.7724083152908698,48,51
0.8185300293640213,47,52
0.8944064853339182,46,53
0.9096068370328745,45,54
0.9511421470898485,44,55
0.9575211090022133,43,56
0.9662616687022657,42,57
0.9744900362148808,41,58
1.0385365218304932,40,59
1.054442924738227,39,60
1.0674643843982916,38,61
1.0723814663178073,37,62
1.0899326792801116,36,63
1.1305267044208096,35,64
1.1608896417149037,34,65
1.1815294585813585,33,66
1.2145854093789006,32,67
1.216663109973188,31,68
1.2171625408334321,30,69
1.2221113721764698,29,70
1.2274042233661266,28,71
1.2665080292504896,27,72
1.3967166090674572,26,73
1.4178150715643827,25,74
1.4445266253410434,24,75
1.4519799410334493,23,76
1.50530457048564,22,77
1.5605842142879178,21,78
1.5742917120162903,20,79
1.601565462210575,19,80
1.6016565479524412,18,81
1.6899299335999929,17,82
1.7176392955150754,16,83
1.7187713417610855,15,84
1.8247308373192543,14,85
2.024875586550611,13,86
2.0779425470130604,12,87
2.277050728317555,11,88
2.5325477989231495,10,89
2.546405671067179,9,90
2.8389446007238264,8,91
3.0429024729047462,7,92
3.04728682631139,6,93
3.1296404805293436,5,94
3.278615359818988,4,95
3.3456137422613033,3,96
3.429147476222889,2,97
3.5384170073148553,1,98
3.8915392929735133,0,99
