t,S,I
0.0,34,1
0.14745541663751033,33,2
5.95947623180698,32,3
7.327041060213627,31,4
20.49812776552612,30,5
36.15400666346692,29,6
50.38689464855946,28,7
65.26876936194421,27,8
70.82470783190087,26,9
70.88078021931494,25,10
71.17339252631601,24,11
71.64314600095005,23,12
74.92681721528399,22,13
76.79348516536324,21,14
77.3001049592324,20,15
77.66019060872426,19,16
77.81070916069875,18,17
77.84040818959548,17,18
77.87795519620566,16,19
78.04668851359418,15,20
78.21600501276657,14,21
78.45297106347186,13,22
78.66298624136267,12,23
78.72005757653115,11,24
78.77589302575612,10,25
79.14763628189215,9,26
79.36351227548556,8,27
79.4468730871976,7,28
79.56897421657425,6,29
79.73354675730418,5,30
79.79061160026575,4,31
79.911617232411,3,32
79.92946218080495,2,33
80.93724948234444,1,34
81.53711614309914,0,35
