t,S,I
0.0,21,1
13.60185025519828,20,2
32.54244183896823,19,3
35.518549584008724,18,4
42.47716163000796,17,5
45.24521961388098,16,6
48.07145298754188,15,7
48.56261889021098,14,8
49.255623909663115,13,9
49.35246634525043,12,10
49.4672815377548,11,11
49.55558038810693,10,12
49.748771868827774,9,13
50.29079644295789,8,14
50.33828123317764,7,15
50.38045598245568,6,16
50.982119837405484,5,17
51.14905129894914,4,18
51.371735010380334,3,19
51.61766509741779,2,20
52.14084250918608,1,21
53.30173842273075,0,22
