t,S,I
0.0,28,1
2.558763709329496,27,2
10.954577131459246,26,3
14.288522090407964,25,4
15.073138120631931,24,5
16.15936526994912,23,6
16.248000405468378,22,7
17.823022410442135,21,8
18.91967486285001,20,9
19.856013620744545,19,10
20.23625696487256,18,11
21.64833706592053,17,12
21.904293632723316,16,13
21.95725984630977,15,14
21.996070623300795,14,15
22.39026054418296,13,16
22.393660010034953,12,17
23.45427091489799,11,18
24.359038088236037,10,19
27.391639282556845,9,20
27.851993337580296,8,21
28.301836750391484,7,22
29.538008671087184,6,23
30.886778891860146,5,24
36.51191524153574,4,25
37.84453223928186,3,26
39.301972985207584,2,27
39.32480548958791,1,28
39.532139552194224,0,29
