t,S,I
0.0,54,1
9.436979686481488,53,2
17.488542360612037,52,3
17.657542928211726,51,4
20.850507152117466,50,5
22.590559473750048,49,6
25.934003546885666,48,7
28.176456079064067,47,8
38.150095132163,46,9
46.51214827503742,45,10
47.81849024986017,44,11
49.35055949458394,43,12
50.31225892708049,42,13
52.630159916013994,41,14
57.19358682822189,40,15
57.402156622479886,39,16
58.25632950216391,38,17
58.916462128291194,37,18
58.929112875985304,36,19
60.74074197440026,35,20
61.014420957951856,34,21
61.06882615659268,33,22
61.38416772551312,32,23
61.728323131360895,31,24
61.73167628918649,30,25
61.76283276494822,29,26
61.99869940144744,28,27
62.07534641449834,27,28
62.25109641067529,26,29
62.30087700720022,25,30
62.318480224044535,24,31
62.32416862443294,23,32
62.51708034176979,22,33
62.63726458881748,21,34
62.69800429547144,20,35
62.70588763894372,19,36
62.869813561574794,18,37
62.95876598141338,17,38
63.13172354837854,16,39
63.25715219615438,15,40
63.26772537624992,14,41
63.35258628393572,13,42
63.362194758881756,12,43
63.50654099817408,11,44
64.40776566713362,10,45
64.63424889974904,9,46
65.01680763642618,8,47
65.05854794702232,7,48
65.14812808447496,6,49
65.53794379785157,5,50
65.9588132077744,4,51
66.13077008625177,3,52
66.9725340193614,2,53
68.3423911433289,1,54
68.85786114623254,0,55
