t,S,I
0.0,79,1
0.12303670271793835,78,2
0.14480446865254473,77,3
0.19318182275038126,76,4
0.19917802616996585,75,5
0.2343899872023426,74,6
0.30060345428949875,73,7
0.35713341419226713,72,8
0.3627200138954848,71,9
0.3705439097495401,70,10
0.37565773054771034,69,11
0.3885068564252446,68,12
0.4114598328797414,67,13
0.42134236314237294,66,14
0.45894932590409865,65,15
0.4654826790375636,64,16
0.4983174876934603,63,17
0.5325007087063973,62,18
0.5479790981816874,61,19
0.5537994816517238,60,20
0.6133422119293237,59,21
0.6247550536366205,58,22
0.651214675383792,57,23
0.6845360834503382,56,24
0.6884903131517077,55,25
0.7317366428899668,54,26
0.734770446469974,53,27
0.7724069254854745,52,28
0.8083387500826402,51,29
0.8334315961451875,50,30
0.8764402798745506,49,31
0.8774504756231087,48,32
0.878996722978439,47,33
0.8887436908057994,46,34
0.8937560582583198,45,35
0.8968331481398499,44,36
0.8974441677728299,43,37
0.9199382158238892,42,38
0.9490596432123284,41,39
1.0292381328088274,40,40
1.034629200269305,39,41
1.047603570310022,38,42
1.048646541495056,37,43
1.0687709416534132,36,44
1.1044105593994689,35,45
1.1083346946311523,34,46
1.1500035506674553,33,47
1.1592641192900814,32,48
1.191689006242659,31,49
1.2031698452160804,30,50
1.2296692056799128,29,51
1.2529583477150308,28,52
1.3262001907963454,27,53
1.35032120354354,26,54
1.3545761260777744,25,55
1.397170886794982,24,56
1.4178887180655004,23,57
1.4773098648885024,22,58
1.5089910437673426,21,59
1.51196097922089,20,60
1.577316444539609,19,61
1.6142797929144528,18,62
1.729120529786879,17,63
1.7526589345184582,16,64
1.9571177302310518,15,65
1.971204261681327,14,66
1.9887543360288416,13,67
2.2804914100376448,12,68
2.473725694315067,11,69
2.496910825299213,10,70
2.65378787333879,9,71
2.726247922331301,8,72
2.962473393905457,7,73
2.990349657053751,6,74
3.3234130719419124,5,75
3.4618217265016877,4,76
3.659280341847077,3,77
5.857187912629316,2,78
7.754440327841592,1,79
8.212192640667912,0,80
