t,S,I
0.0,110,1
0.013921282628030314,109,2
0.06758737302283797,108,3
0.09670456809270536,107,4
0.11674136476109467,106,5
0.1265519068061812,105,6
0.14129809159710469,104,7
0.16066525777609564,103,8
0.17839561970093265,102,9
0.19144489509542295,101,10
0.1937038421363112,100,11
0.21680889214053564,99,12
0.22197049519732134,98,13
0.2362085555299402,97,14
0.2415440486459987,96,15
0.2510107616819998,95,16
0.270084842493124,94,17
0.27125014399276853,93,18
0.27562853242441954,92,19
0.2891504639129015,91,20
0.2896840237043166,90,21
0.29052653281077695,89,22
0.2911454424514962,88,23
0.3236550181092587,87,24
0.33392770394267585,86,25
0.3415883077941064,85,26
0.3463340449963142,84,27
0.3554927668698547,83,28
0.37364166116925485,82,29
0.37739708897872964,81,30
0.3805308224621987,80,31
0.3883766749737892,79,32
0.4045612077024721,78,33
0.40545550079303544,77,34
0.43133949730823007,76,35
0.45660369591178035,75,36
0.46918417262435524,74,37
0.5018775303981733,73,38
0.5130394792982118,72,39
0.525364587880824,71,40
0.5325310092710154,70,41
0.5417193512929527,69,42
0.5423775333667039,68,43
0.5997826050644728,67,44
0.6253078808424621,66,45
0.6382462985020972,65,46
0.643700296874073,64,47
0.6858025830831642,63,48
0.7033080971643898,62,49
0.7194612539932319,61,50
0.7299299200704373,60,51
0.7332195214568044,59,52
0.7382665741460372,58,53
0.7384071567142229,57,54
0.738904456790567,56,55
0.7493663067325045,55,56
0.7557186465706486,54,57
0.7669202108031029,53,58
0.771713303852188,52,59
0.7733208751298309,51,60
0.7759453408180618,50,61
0.8169604490359239,49,62
0.8372626474440038,48,63
0.8465102487636686,47,64
0.8902846679594045,46,65
0.8952921024878748,45,66
0.9442548489295121,44,67
0.9463253054429577,43,68
0.9769903248674592,42,69
1.0021333435641473,41,70
1.028840693366414,40,71
1.038201453188147,39,72
1.0417193277462178,38,73
1.1187048930734258,37,74
1.141194319616013,36,75
1.1697965771242442,35,76
1.2128773354510023,34,77
1.288084032652045,33,78
1.3024257387832399,32,79
1.3077935520308746,31,80
1.412124584014907,30,81
1.4183026105014633,29,82
1.4197861825346663,28,83
1.5733970385264684,27,84
1.5768320681514647,26,85
1.611073505979064,25,86
1.6502617691319894,24,87
1.654432652910196,23,88
1.7667241090257295,22,89
1.877698039024795,21,90
1.8894413932725225,20,91
1.908708332560934,19,92
1.9789730106501477,18,93
1.9964356291394583,17,94
2.072810036034623,16,95
2.089144637545502,15,96
2.141301914791238,14,97
2.226026094402075,13,98
2.2418047964641814,12,99
2.3294720665443633,11,100
2.5278322702854084,10,101
2.689381075190145,9,102
2.7096614634526164,8,103
2.782473765507211,7,104
2.8555390516689445,6,105
2.899321734458446,5,106
3.0843690902503367,4,107
3.3082255492587525,3,108
3.639288892778344,2,109
3.764608011314339,1,110
4.47049376362826,0,111
