t,S,I
0.0,21,1
4.303692109061279,20,2
7.3179235515939425,19,3
12.918934494166056,18,4
13.10276429769407,17,5
26.020913487846165,16,6
26.791848274815603,15,7
27.90021498051719,14,8
29.423605432778075,13,9
29.518938691567,12,10
30.127262282403002,11,11
30.141150994547488,10,12
30.55577934862087,9,13
30.590116075714803,8,14
30.66257164160574,7,15
30.702984932940478,6,16
30.705456426735726,5,17
31.154472850984842,4,18
31.238018571152864,3,19
31.72534182220968,2,20
32.2331971488774,1,21
33.55012940687439,0,22
