network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_197,Ant580,52,0.14635005783074687,0.004501569595098227,33,66,1425,0.6643356643356644,0.22328929620445104,58.0,580.0,137.317,64.0,0.0,N,C,F,F,174.81799999999998,1.0,6.72727,426.63635999999997,230.18182000000002,74.454545,5.0
Network_197,Ant320,27,0.07057638353828687,0.006053134066924477,24,66,1425,0.6643356643356644,0.22328929620445104,58.0,320.0,157.137,78.0,0.0,C,C,F,F,52.7273,1.36364,7.81818,188.90909,269.90909,150.72727,1.455
Network_197,Ant663,38,0.10811539381576414,0.002391811356123232,32,66,1425,0.6643356643356644,0.22328929620445104,,,,,,,,,,,,,,,,
Network_197,Ant218,57,0.15370156909972793,0.012393871240401672,33,66,1425,0.6643356643356644,0.22328929620445104,58.0,218.0,161.276,57.0,0.0,N,C,F,F,553.727,0.0,19.0909,450.81818,279.63636,136.54545,2.909
Network_197,Ant607,47,0.12828238930298663,0.004913698781307178,33,66,1425,0.6643356643356644,0.22328929620445104,58.0,607.0,138.975,64.0,0.0,N,N,C,C,171.0,0.363636,1.9090900000000002,465.45455,160.45455,108.81818,8.363999999999999
Network_197,Ant209,45,0.13003919276353193,0.0023729326328116003,33,66,1425,0.6643356643356644,0.22328929620445104,58.0,209.0,134.358,40.0,0.0,N,N,C,C,302.091,0.0909091,0.0909091,388.90909,166.63636,68.181818,4.273
Network_197,Ant156,7,0.01506720635887288,0.0,7,66,1425,0.6643356643356644,0.22328929620445104,58.0,156.0,113.741,40.0,63.0,F,F,C,C,11.0909,11.4545,0.727273,33.545455,66.0,485.81818,0.4545
Network_197,Ant263,46,0.12874181826307923,0.004319155201012656,33,66,1425,0.6643356643356644,0.22328929620445104,58.0,263.0,134.974,40.0,0.0,N,N,N,C,293.182,0.0,1.45455,277.27272999999997,104.81818,53.636364,2.273
Network_197,Ant135,26,0.07584559891705844,0.0003208010404519395,26,66,1425,0.6643356643356644,0.22328929620445104,58.0,135.0,171.72400000000002,148.0,0.0,C,C,F,F,0.545455,2.09091,1.27273,81.454545,398.90909,318.0,0.2727
Network_197,Ant318,26,0.0704241599682917,0.004081713667646613,24,66,1425,0.6643356643356644,0.22328929620445104,58.0,318.0,144.534,85.0,0.0,C,F,F,F,5.36364,0.727273,25.3636,69.818182,176.27273,101.90909,0.0
Network_197,Ant353,33,0.0891708495249311,0.002362578220585211,31,66,1425,0.6643356643356644,0.22328929620445104,58.0,353.0,148.661,40.0,0.0,N,N,N,N,1048.64,0.0,0.0,447.09090999999995,53.363636,18.090909,31.27
Network_197,Ant126,47,0.13267854143262325,0.0034128447309046328,33,66,1425,0.6643356643356644,0.22328929620445104,58.0,126.0,189.679,57.0,0.0,N,N,N,N,238.727,0.727273,0.454545,609.63636,162.63636,56.0,62.91
Network_197,Ant81,39,0.105593797394382,0.003341503974288012,32,66,1425,0.6643356643356644,0.22328929620445104,58.0,81.0,168.324,14.0,0.0,N,N,C,N,113.90899999999999,0.0909091,1.36364,464.18182,210.54545,86.636364,3.727
Network_197,Ant159,49,0.13632127128698382,0.004720647829672081,33,66,1425,0.6643356643356644,0.22328929620445104,58.0,159.0,177.429,158.0,0.0,C,C,F,F,80.1818,0.727273,3.63636,241.0,200.90909,110.54545,5.455
