network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX
Network_671,3M,2,0.015934653034222406,0.029411764705882353,1,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,77F,1,0.0033236367624526137,0.0,1,69,102,0.043478260869565216,0.49637776393534705,FEMALE
Network_671,31M,2,0.045471693865844334,0.001916817118700922,2,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,79F,7,0.1588259158122568,0.08591358416095936,3,69,102,0.043478260869565216,0.49637776393534705,FEMALE
Network_671,34M,7,0.23826209543497015,0.1465964528307137,3,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,41M,3,0.10558593407888184,0.02986751660324476,3,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,65M,3,0.09966261844436655,0.013005911733806474,3,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,66M,3,0.16647412723682575,0.028622583247372064,3,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,68M,1,0.03312777827606972,0.0,1,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,75M,3,0.07288159330543009,0.02034803509301393,2,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,83F,4,0.07307254773927425,0.08844971302719327,2,69,102,0.043478260869565216,0.49637776393534705,FEMALE
Network_671,4M,1,0.015241411624760712,0.0,1,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,56M,5,0.1912210923444316,0.12427242690992145,3,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,74M,3,0.12793766529309455,0.04001255310622115,2,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,16M,2,0.03587495588710859,0.029411764705882353,1,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,87F,6,0.16451405757471077,0.13735254828188476,3,69,102,0.043478260869565216,0.49637776393534705,FEMALE
Network_671,27M,8,0.35561237190762646,0.29926625758954345,3,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,39M,1,0.034314206184548945,0.0,1,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,43M,3,0.06612818012214874,0.025738951923056974,2,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,12M,3,0.05077761904257114,0.06782749381139691,2,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,88F,3,0.03630114574332676,0.029594705253838286,2,69,102,0.043478260869565216,0.49637776393534705,FEMALE
Network_671,46M,3,0.11291041644078204,0.050759548616471764,2,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,67M,2,0.010352090892489018,0.002487777304437946,2,69,102,0.043478260869565216,0.49637776393534705,MALE
Network_671,22M,2,0.03181397393759972,0.00747587063214807,2,69,102,0.043478260869565216,0.49637776393534705,MALE
