network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_93,Ant621,98,0.08930052174113297,0.002790941284521642,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,621.0,146.0,64.0,0.0,F,F,F,F,75.4545,0.181818,1.63636,125.72726999999999,228.0,225.45455,1.273
Network_93,Ant118,82,0.07718317636466587,0.00128393800872547,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,118.0,197.773,169.0,0.0,C,C, , ,36.1818,1.72727,0.909091,146.81818,205.09091,210.27272999999997,1.182
Network_93,Ant540,86,0.07971243864775464,0.0015135855455331772,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,540.0,175.96,40.0,0.0,N,N,N,N,399.545,0.454545,0.0909091,555.45455,139.72727,67.363636,13.45
Network_93,Ant227,124,0.10916144015587581,0.007001627404716958,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,227.0,185.607,162.0,0.0,C,C,C,C,154.545,0.909091,1.09091,366.54545,434.27272999999997,402.90909,5.545
Network_93,Ant117,115,0.10035007021252197,0.0074211107878974295,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,117.0,142.622,64.0,18.0,F,F,F,F,32.0,87.6364,1.72727,100.90909,216.36364,353.90909,1.182
Network_93,Ant111,88,0.08108477121275104,0.0018999713982419029,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,111.0,155.27100000000002,50.0,0.0,C,C,C,F,14.3636,0.0,0.363636,110.72726999999999,114.45455,87.545455,1.364
Network_93,Ant221,91,0.08247992793888244,0.002148218199417351,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,221.0,138.08,50.0,0.0,F,F, , ,24.7273,2.0,0.636364,53.909091000000004,124.0,237.18182000000002,0.3636
Network_93,Ant220,110,0.10093962776923551,0.0032723788450366442,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,220.0,149.40200000000002,14.0,0.0,C,N,N,N,104.455,1.45455,0.272727,207.36364,184.0,173.18182,0.9091
Network_93,Ant194,108,0.09953814429377951,0.0030081281219142063,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,194.0,159.327,71.0,0.0,C,C,F,F,48.0,1.36364,0.272727,147.54545,254.09091,267.72727000000003,0.8182
Network_93,Ant196,99,0.08666328783301047,0.004001216104530644,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,196.0,150.987,5.0,45.0,F,F,F,F,8.45455,70.0909,1.0,68.727273,199.54545,722.18182,0.09091
Network_93,Ant191,100,0.09159258092413093,0.002707044379872381,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,191.0,167.296,40.0,0.0,N,N,N,N,415.727,0.0,3.45455,570.72727,161.0,65.090909,19.18
Network_93,Ant190,96,0.0890992461026089,0.0022274926456266092,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,190.0,199.489,190.0,0.0,F,C,F,C,88.7273,1.27273,0.181818,115.27273000000001,192.27273,245.36364,0.8182
Network_93,Ant198,90,0.0776794084450871,0.003878601609231333,67,141,6404,0.6488348530901722,0.2838355617384522,21.0,198.0,134.852,113.0,91.0,F,F, , ,11.5455,27.5455,0.636364,48.454545,126.27273000000001,607.45455,0.5455
Network_93,Ant492,92,0.08440150827985005,0.00206106750241787,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,492.0,167.43099999999998,5.0,0.0,N,N, , ,470.909,0.363636,1.36364,584.63636,177.72727,63.545455000000004,11.73
Network_93,Ant324,111,0.10117890840574188,0.0039005538936889537,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,324.0,220.71900000000002,40.0,0.0,C,N,N,N,82.0,0.636364,1.0,330.0,271.90909,195.0,5.636
Network_93,Ant329,91,0.08390681666903224,0.0016103380912846671,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,329.0,177.924,57.0,0.0,N,N,N,N,487.545,0.0909091,0.909091,521.72727,87.454545,41.181818,14.64
Network_93,Ant650,90,0.08169773243626206,0.0020340906371835057,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,650.0,138.611,64.0,0.0,F,F,F,F,55.6364,5.72727,38.0909,90.090909,196.27273,277.27272999999997,2.0909999999999997
Network_93,Ant556,94,0.08554572763490402,0.0023020247957702333,68,141,6404,0.6488348530901722,0.2838355617384522,21.0,556.0,133.6,40.0,0.0,N,N,F,F,430.273,1.63636,2.90909,507.45455,118.0,45.454545,15.45
