network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_593,072865081,2,0.012597682951473918,0.0,2,58,111,0.06715063520871144,0.5991909577632362
Network_593,073080884,4,0.17299815062832566,0.0,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,072890121,4,0.055035888616624014,0.0,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,073005590,1,0.003967031761770306,0.0,1,58,111,0.06715063520871144,0.5991909577632362
Network_593,072797843,9,0.3694961540806718,0.16662042009786365,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,073001259,0,1.66552793547505e-17,0.0,0,58,111,0.06715063520871144,0.5991909577632362
Network_593,067059850,3,0.1157629475289215,0.08270676691729323,2,58,111,0.06715063520871144,0.5991909577632362
Network_593,072837348,3,0.01776329743725505,0.0,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,073033842,7,0.06380416883077177,0.07957393483709273,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,072851873,5,0.026669265040223735,0.02944862155388471,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,067084812,5,0.07864680322934492,0.05796783625730993,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,073005057,2,2.5992633545930255e-17,0.0,2,58,111,0.06715063520871144,0.5991909577632362
Network_593,072794281,0,-2.8270085100809267e-17,0.0,0,58,111,0.06715063520871144,0.5991909577632362
Network_593,072893056,6,0.11037057823825368,0.0593358395989975,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,066845069,2,0.023846736576040972,0.0,2,58,111,0.06715063520871144,0.5991909577632362
Network_593,073045077,3,0.02008013334949119,0.05701754385964912,1,58,111,0.06715063520871144,0.5991909577632362
Network_593,072801068,8,0.3255211636928447,0.04754893185344313,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,073068539,3,0.10709512965820088,0.0,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,072781873,4,0.10050120075965562,0.0,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,073088109,1,0.04512550130315102,0.0,1,58,111,0.06715063520871144,0.5991909577632362
Network_593,072857785,2,2.7057333407789035e-17,0.0,2,58,111,0.06715063520871144,0.5991909577632362
Network_593,072885891,2,0.04057885302329212,0.0,2,58,111,0.06715063520871144,0.5991909577632362
Network_593,072893366,7,0.058101187563910785,0.16355472013366748,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,072804561,6,0.27496227977670035,0.030739050005967293,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,072832100,4,0.17299815062832563,0.0,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,072834367,4,0.055035888616624014,0.0,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,072629377,1,0.0032954559598712143,0.0,1,58,111,0.06715063520871144,0.5991909577632362
Network_593,072792556,4,0.050847732907596144,0.03469089390142022,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,072887272,3,3.592803332605541e-17,0.005012531328320802,2,58,111,0.06715063520871144,0.5991909577632362
Network_593,072808594,4,0.04773036638893665,0.07257727652464493,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,067856079,4,3.815651400655554e-17,0.005012531328320802,2,58,111,0.06715063520871144,0.5991909577632362
Network_593,073053357,5,0.024172232233723185,0.04615705931495405,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,067008379,3,0.017763297437255035,0.0,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,072772518,5,0.18118916999896445,0.11139306599832913,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,067063272,9,0.37441755351284206,0.13576799140708912,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,072776818,4,0.10050120075965563,0.0,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,073005782,2,1.6980030583156683e-17,0.003132832080200501,1,58,111,0.06715063520871144,0.5991909577632362
Network_593,072841373,4,0.10050120075965557,0.0,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,072787071,1,0.004376832907059264,0.0,1,58,111,0.06715063520871144,0.5991909577632362
Network_593,072867012,2,1.9740988586735993e-17,0.0,2,58,111,0.06715063520871144,0.5991909577632362
Network_593,073041621,3,0.03493424641362866,0.007142857142857142,2,58,111,0.06715063520871144,0.5991909577632362
Network_593,073062781,5,0.05879568210285668,0.02631578947368421,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,072860777,3,0.004600116806251768,0.0,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,073091880,1,0.05869161664204363,0.0,1,58,111,0.06715063520871144,0.5991909577632362
Network_593,067064870,9,0.15771329739234197,0.2275167084377611,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,073042617,6,0.018829562572780588,0.08270676691729323,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,073084005,5,0.12535107757187872,0.018598579782790312,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,072847273,4,0.13688770401442307,0.013920217209690892,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,073025309,4,0.10050120075965559,0.0,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,073087845,4,0.018660012294482005,0.0018796992481203006,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,073108884,1,1.4593871446656712e-17,0.0,1,58,111,0.06715063520871144,0.5991909577632362
Network_593,072806315,3,0.004600116806251789,0.0,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,072857277,1,0.003295455959871248,0.0,1,58,111,0.06715063520871144,0.5991909577632362
Network_593,073010557,0,1.3043979244781741e-17,0.0,0,58,111,0.06715063520871144,0.5991909577632362
Network_593,072781827,3,0.004600116806251792,0.0,3,58,111,0.06715063520871144,0.5991909577632362
Network_593,072836035,9,0.3108782767726709,0.13741496598639452,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,063537040,9,0.35762440858578465,0.08352727055734575,4,58,111,0.06715063520871144,0.5991909577632362
Network_593,072860513,4,0.2178800537936011,0.0003132832080200501,4,58,111,0.06715063520871144,0.5991909577632362
