network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,coef.activity,total.length,foreleg.width.male,coef.agg.male,HAM
Network_680,1M,3,0.06966688936485796,0.0289632464504811,2,49,98,0.08333333333333333,0.41151090966284426,MALE,-0.798568662,-1.0967344909999999,0.046159714,-0.198308805,0
Network_680,41F,8,0.23444615238670402,0.16379135349040222,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.165942402,0.448265509,-,-,-
Network_680,44F,3,0.052157948824013374,0.012224386822078001,2,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.066031014,0.670265509,-,-,-
Network_680,49F,3,0.05030923278377754,0.013965069982224455,2,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.34574675899999996,-0.020734491,-,-,-
Network_680,2M,4,0.1169852419267792,0.02797016418493629,3,49,98,0.08333333333333333,0.41151090966284426,MALE,-0.232882791,-0.5697344910000001,0.023159714,-0.013718998,0
Network_680,45F,6,0.1489168764951432,0.06958308419472016,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,0.27344888,-0.23373449100000002,-,-,-
Network_680,46F,7,0.1806391648965827,0.10549602769355922,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.181621355,0.604265509,-,-,-
Network_680,48F,5,0.1605246869194245,0.04554804896594802,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.24725835100000002,0.613265509,-,-,-
Network_680,55F,2,0.07566705008162633,0.0036623508746485324,2,49,98,0.08333333333333333,0.41151090966284426,FEMALE,0.965526675,0.369265509,-,-,-
Network_680,3M,3,0.11335564851810548,0.014926417301070602,3,49,98,0.08333333333333333,0.41151090966284426,MALE,-0.548780553,-0.249734491,0.127159714,-0.025939837,0
Network_680,50F,5,0.12368595685097152,0.04104229765755144,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.15144153400000002,-0.140734491,-,-,-
Network_680,51F,9,0.29977574546976105,0.167424505802842,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.312612908,0.640265509,-,-,-
Network_680,54F,5,0.12473314055978972,0.03435489035533276,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,0.350768349,1.037265509,-,-,-
Network_680,4M,3,0.09353250046774031,0.021190132450419202,3,49,98,0.08333333333333333,0.41151090966284426,MALE,-0.8110822040000001,0.499265509,0.099159714,-0.149623784,1
Network_680,42F,5,0.14800376585918637,0.048192912722310986,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,0.091919919,0.509265509,-,-,-
Network_680,5M,2,0.0969088394413007,0.005808007731637544,2,49,98,0.08333333333333333,0.41151090966284426,MALE,-1.237325685,0.12426550900000001,0.097159714,-0.130068831,0
Network_680,56F,7,0.1658193708895961,0.09683204681851917,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.11424072800000001,0.7252655090000001,-,-,-
Network_680,58F,8,0.30283769830596635,0.12492569748891387,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,0.333801638,0.452265509,-,-,-
Network_680,6M,4,0.13763415402452792,0.0343249364457646,3,49,98,0.08333333333333333,0.41151090966284426,MALE,-0.138883707,-0.47573449100000004,0.077159714,-0.180272989,0
Network_680,52F,4,0.14608087982238313,0.03317820859710231,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.08061731700000001,-0.362734491,-,-,-
Network_680,57F,6,0.18495463141787308,0.059798357122808454,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,0.804051484,-0.7707344909999999,-,-,-
Network_680,59F,3,0.10012551543142267,0.014014463426437975,2,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.24191755399999998,0.651265509,-,-,-
Network_680,7M,7,0.2489452359364786,0.12520498464112612,3,49,98,0.08333333333333333,0.41151090966284426,MALE,0.827899521,0.547265509,0.126159714,-0.104288751,0
Network_680,53F,4,0.09878831888965313,0.030086824281966112,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,0.19599319,0.9902655090000001,-,-,-
Network_680,8M,3,0.0856561691981617,0.013515022849662644,3,49,98,0.08333333333333333,0.41151090966284426,MALE,0.6350870820000001,-0.452734491,0.099159714,-0.029454314,0
Network_680,10M,3,0.1316586354755825,0.012074416895052101,3,49,98,0.08333333333333333,0.41151090966284426,MALE,0.17173125399999997,-0.261734491,0.090159714,0.034670348,0
Network_680,11M,5,0.2144254811686431,0.0850617583394279,3,49,98,0.08333333333333333,0.41151090966284426,MALE,0.047870997,-0.300734491,0.081159714,0.060326449,0
Network_680,12M,3,0.08857298345535733,0.014415399196144868,3,49,98,0.08333333333333333,0.41151090966284426,MALE,0.6099906589999999,-0.593734491,0.059159714,0.18967987,0
Network_680,14M,2,0.0723905200163033,0.013702209117201242,2,49,98,0.08333333333333333,0.41151090966284426,MALE,0.87300839,-0.965734491,0.086159714,-0.081427645,0
Network_680,15M,4,0.08155580197098793,0.027685574219924854,3,49,98,0.08333333333333333,0.41151090966284426,MALE,,,,,
Network_680,60F,3,0.06042098991886418,0.023065474807206998,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.183859923,-0.059734490999999994,-,-,-
Network_680,61F,3,0.0862826565313347,0.018328152573782376,3,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.155855728,0.111265509,-,-,-
Network_680,16M,6,0.2518267246029874,0.09751381294802842,3,49,98,0.08333333333333333,0.41151090966284426,MALE,0.100250793,0.157265509,0.107159714,-0.034702695,0
Network_680,62F,2,0.07226137922222697,0.004414924335829291,2,49,98,0.08333333333333333,0.41151090966284426,FEMALE,-0.063203045,-0.7937344909999999,-,-,-
Network_680,17M,1,0.034288104983415744,0.0,1,49,98,0.08333333333333333,0.41151090966284426,MALE,0.547850036,-1.052734491,0.066159714, ,0
Network_680,18M,5,0.2186355566676402,0.057521524762622955,3,49,98,0.08333333333333333,0.41151090966284426,MALE,0.100855493,0.302265509,0.093159714,-0.011904084,0
Network_680,20M,3,0.08133102375349367,0.018084948309322807,2,49,98,0.08333333333333333,0.41151090966284426,MALE,-0.31521384199999997,-0.030734491,0.091159714,0.181785957,0
Network_680,23M,4,0.14297393940689804,0.04692538408446204,3,49,98,0.08333333333333333,0.41151090966284426,MALE,-0.6851469059999999,-0.383734491,0.066159714,0.214221824,0
Network_680,24M,2,0.058672325291393206,0.004937775411680746,2,49,98,0.08333333333333333,0.41151090966284426,MALE,-0.316509414,-0.499734491,0.002159714,-0.16444968,0
Network_680,25M,4,0.17054673034999457,0.05750207885909505,3,49,98,0.08333333333333333,0.41151090966284426,MALE,1.306805896,-0.7577344909999999,0.036159714,0.029119007,0
