network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,TubPeriod,strength,Clustering coefficient ,Period,Treatment,Sex,Tub,Elytra,Number of observations
Network_327,7.0,17,0.22960016127791297,0.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,3.32798425,0.462485459,2,C,M,C3,6.291,31
Network_327,6.0,19,0.2626584831570675,34.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,4.041367578,0.497988224,2,C,M,C3,6.1,36
Network_327,5.0,16,0.23349703304942515,0.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,3.1058525789999996,0.494027813,2,C,M,C3,6.955,30
Network_327,4.0,3,0.031183082467572315,0.0,3,29,174,0.42857142857142855,0.19804573057292507,C3_2,0.489513944,0.33526816800000003,2,C,M,C3,6.641,21
Network_327,3.0,6,0.09886029205029867,2.0,6,29,174,0.42857142857142855,0.19804573057292507,C3_2,1.258064583,0.7761157740000001,2,C,M,C3,6.065,17
Network_327,1.0,11,0.14859714043746858,5.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,2.2540460380000003,0.509803793,2,C,M,C3,6.957999999999999,23
Network_327,2.0,11,0.17006641346967177,14.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,2.7473352280000003,0.623617624,2,C,M,C3,7.502999999999999,27
Network_327,13.0,12,0.17974194595514945,18.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,3.351480819,0.627929525,2,C,M,C3,7.556,42
Network_327,14.0,17,0.2501867229631924,23.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,4.195783756,0.615502994,2,C,M,C3,7.006,32
Network_327,11.0,14,0.20586684166508978,73.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,3.9801339469999997,0.5967031279999999,2,C,M,C3,7.942,42
Network_327,10.0,10,0.15639123599904298,17.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,2.2625005259999997,0.71003482,2,C,M,C3,6.718,30
Network_327,12.0,11,0.15272619644268193,3.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,2.576894278,0.47371593100000003,2,C,M,C3,6.603,19
Network_327,8.0,14,0.1989663740765022,1.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,2.719413328,0.500066525,2,C,M,C3,6.643,34
Network_327,9.0,14,0.19551814085471575,32.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,3.3716455639999996,0.52743472,2,C,M,C3,6.382999999999999,20
Network_327,22.0,12,0.15483419301622767,46.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,3.37510609,0.496167997,2,C,F,C3,6.836,39
Network_327,21.0,13,0.18898445105671038,3.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,2.8341722710000004,0.5512825720000001,2,C,F,C3,6.652,19
Network_327,20.0,17,0.2520720129705188,53.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,4.504437322,0.6252695189999999,2,C,F,C3,7.829,35
Network_327,19.0,15,0.222205107344759,3.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,3.137458169,0.562109593,2,C,F,C3,6.968,18
Network_327,18.0,18,0.26256091230348605,34.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,4.130424977,0.567942035,2,C,F,C3,7.377999999999999,36
Network_327,17.0,4,0.06871759722752312,0.0,4,29,174,0.42857142857142855,0.19804573057292507,C3_2,0.8969862340000001,1.0,2,C,F,C3,6.619,21
Network_327,16.0,13,0.19057485786402528,16.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,2.850996336,0.5847555879999999,2,C,F,C3,7.1979999999999995,25
Network_327,15.0,9,0.1301896635044246,22.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,2.6044823790000002,0.6612622260000001,2,C,F,C3,6.496,22
Network_327,29.0,15,0.22015671148006727,46.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,3.702372612,0.634210364,2,C,F,C3,6.251,25
Network_327,28.0,9,0.11682954250428339,8.0,8,29,174,0.42857142857142855,0.19804573057292507,C3_2,1.826325566,0.49185415,2,C,F,C3,6.605,22
Network_327,27.0,1,0.01603804498637607,0.0,1,29,174,0.42857142857142855,0.19804573057292507,C3_2,0.158113883, ,2,C,F,C3,5.997999999999999,25
Network_327,26.0,16,0.24087704034343863,74.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,4.241790729,0.618105143,2,C,F,C3,6.7410000000000005,31
Network_327,25.0,9,0.11970769145694511,7.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,2.142700164,0.525332616,2,C,F,C3,6.415,10
Network_327,24.0,16,0.23226030380792465,28.0,9,29,174,0.42857142857142855,0.19804573057292507,C3_2,4.006711958,0.5042876270000001,2,C,F,C3,7.132999999999999,28
Network_327,23.0,6,0.10459111798970734,0.0,6,29,174,0.42857142857142855,0.19804573057292507,C3_2,1.306434823,0.7086001540000001,2,C,F,C3,6.9079999999999995,13
