network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,Group,T,M,N,P,SCI,SCIw,ave_agg,male_age,ave_ramting,std_T,std_M,std_N,std_P,std_SCI,std_SCIw,std_ave_agg,std_male_age,std_ave_remating
Network_714,B5M,6,0.2455131997241594,0.04765956695523258,4,21,50,0.23809523809523808,0.1745562130177515,MALE,16.0,6.0,6.0,3.666666667,0.272727273,4.285714286,7.813953487999999,2.666666667,1.0,1.166666667,1.875,1.2,1.391426564,1.171205288,0.9902673679999999,0.7568747259999999,-0.596028589,-0.814821714,-3.6091509530000003
Network_714,19F,6,0.2652011591393957,0.08694414074058039,4,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,47M,10,0.38300204872032845,0.2058571283377785,4,21,50,0.23809523809523808,0.1745562130177515,MALE,16.0,6.0,10.0,3.0,0.2,4.065827686,3.705433598,6.1111111110000005,5.0,3.7,1.875,2.0,1.1384399159999998,0.858883878,0.939459846,0.71804185,-0.205396744,1.3580361909999998,-1.5753964790000001
Network_714,308M,4,0.15104518903315028,0.04763736263736264,3,21,50,0.23809523809523808,0.1745562130177515,MALE,16.0,0.0,7.0,4.0,0.0,8.129032257999999,14.12009629,2.111111111,5.0,1.428571429,0.0,0.752688172,0.97446083,0.0,1.04525866,0.8311492070000001,-0.778873955,1.138608173,-7.567619002000001
Network_714,C4M,4,0.17439872522210775,0.024174183229910783,4,21,50,0.23809523809523808,0.1745562130177515,MALE,16.0,0.0,4.0,2.5,0.0,5.26645768,8.869565217,0.8888888890000001,1.0,1.25,0.0,0.8,0.94869993,0.0,1.216880277,0.9300780329999999,-0.797645025,-0.814821714,-3.542251135
Network_714,B10M,4,0.15573438002137438,0.05612395602333682,3,21,50,0.23809523809523808,0.1745562130177515,MALE,16.0,2.0,4.0,2.25,0.222222222,4.941176471,4.877882152,0.5555555560000001,1.0,1.5,0.625,0.8,0.853829937,0.95431542,1.141720025,0.872632037,-0.835448107,-0.814821714,-3.34155168
Network_714,A18M,10,0.37831285773210444,0.21377135893002766,4,21,50,0.23809523809523808,0.1745562130177515,MALE,16.0,12.0,10.0,2.8,0.428571429,3.8077969169999997,2.610889677,29.55555556,2.0,4.3,3.75,2.0,1.0625439209999998,1.8404654530000002,0.879838641,0.6724725579999999,2.453420006,-0.27160723800000003,-1.093717788
Network_714,23F,3,0.17944276364055095,0.006583615902501352,3,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,65M,6,0.21999434450505162,0.07870222656600365,4,21,50,0.23809523809523808,0.1745562130177515,MALE,16.0,1.0,6.0,3.0,0.055555556,3.7668161430000002,3.13731234,10.22222222,5.0,3.166666667,0.3125,1.2,1.1384399159999998,0.238578855,0.870369525,0.665235185,0.26084126399999996,1.3580361909999998,-2.003555316
Network_714,26F,4,0.20597700037857314,0.022533355447442133,4,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,50F,5,0.24557158832228657,0.05486391317660666,4,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,43M,4,0.14293471233622387,0.0208806243635965,3,21,50,0.23809523809523808,0.1745562130177515,MALE,16.0,3.0,4.0,3.0,0.25,3.870967742,8.865435356,5.8888888889999995,5.0,1.25,0.9375,0.8,1.1384399159999998,1.0736048470000001,0.894435042,0.683628785,-0.230598799,1.3580361909999998,-3.542251135
Network_714,56F,5,0.2359997753903161,0.04844832111472978,4,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,66F,3,0.17944276364055098,0.006583615902501352,3,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,70F,3,0.13294418207664618,0.015399003301480082,3,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,A29F,6,0.27188197937060543,0.09347767944130171,4,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,B29M,2,0.06001229788268647,0.010456750851487692,2,21,50,0.23809523809523808,0.1745562130177515,MALE,16.0,1.0,4.0,2.5,0.1,5.694915254,6.800681772999999,7.555555556,3.0,2.0,0.263157895,0.701754386,0.665141651,0.612540533,1.109768939,0.894801449,0.517656558,0.369274473,-6.729771456
Network_714,A31F,3,0.0653717808236732,0.012906871250524499,2,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,B37F,7,0.27134878120224626,0.18255719211988566,4,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,B56F,2,0.10663379102832729,0.0032993636050911586,2,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
Network_714,B64F,3,0.1611606287318836,0.013771349049986819,3,21,50,0.23809523809523808,0.1745562130177515,FEMALE,,,,,,,,,,,,,,,,,,,
