network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,Group,T,M,N,P,SCI,SCIw,ave_agg,male_age,ave_ramting,std_T,std_M,std_N,std_P,std_SCI,std_SCIw,std_ave_agg,std_male_age,std_ave_remating
Network_708,71M,3,0.14087352766957156,0.008223019670388092,3,21,48,0.22857142857142856,0.19298711026497295,MALE,10.0,1.0,3.0,5.666666667,0.058823529000000006,6.279069767,12.98787313,13.55555556,6.0,2.0,0.17857142899999998,0.625,1.187930122,0.290019989,1.306356584,0.923302429,0.26610301399999997,1.2194397890000002,-1.9400523630000002
Network_708,C16,9,0.31936764537968976,0.23791200028042137,4,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
Network_708,31M,4,0.18015055078633674,0.016916154021417176,4,21,48,0.22857142857142856,0.19298711026497295,MALE,10.0,1.0,3.0,1.6666666669999999,0.2,6.631578947,9.633233533,0.444444444,5.0,1.333333333,0.7142857140000001,0.48387096799999996,1.284207308,0.99326358,1.207820008,1.063094864,-0.73250538,1.217857779,-5.323509908999999
Network_708,2907M,3,0.11994673854027063,0.025705639389849915,3,21,48,0.22857142857142856,0.19298711026497295,MALE,10.0,1.0,3.0,5.0,0.066666667,5.684210526,8.553524804,3.4444444439999997,5.0,1.0,0.17857142899999998,0.625,1.048173637,0.32868932100000003,1.182596487,0.8358316720000001,-0.566040431,0.79894331,-2.344174019
Network_708,D13M,9,0.35317701163662496,0.11401215743321008,4,21,48,0.22857142857142856,0.19298711026497295,MALE,10.0,14.0,9.0,5.8888888889999995,0.264150943,4.132653061,2.870687122,40.66666667,1.0,6.8888888889999995,2.5,1.875,1.234515617,1.302353912,0.859795915,0.607683741,2.497344777,-0.883042606,0.03565351
Network_708,37M,2,0.09038548899724153,0.004220647773279352,2,21,48,0.22857142857142856,0.19298711026497295,MALE,10.0,0.0,8.0,3.25,0.0,7.246585191,12.92025764,60.22222222,5.0,1.75,0.0,0.987654321,0.8837646859999999,0.0,1.03048577,0.875989537,1.779003076,1.106162513,-5.011097428999999
Network_708,D12M,3,0.1099724224517479,0.017893407761828815,2,21,48,0.22857142857142856,0.19298711026497295,MALE,10.0,8.0,10.0,3.5,0.228571429,5.384615385,4.131613386000001,38.11111111,1.0,3.7,1.70212766,1.4925373130000001,0.7978802140000001,1.794832594,0.917407972,0.658142707,2.358643542,-0.948683298,-3.459062602
Network_708,D23M,3,0.11562149434174186,0.02482445916656443,3,21,48,0.22857142857142856,0.19298711026497295,MALE,10.0,2.0,3.0,3.666666667,0.181818182,5.346534653,8.553524804,10.22222222,1.0,1.0,0.35714285700000004,0.625,0.768660667,0.89642542,1.11234323,0.7861783059999999,-0.00822999,-0.883042606,-2.344174019
Network_708,G9M,11,0.3871019402901457,0.3215607784028836,4,21,48,0.22857142857142856,0.19298711026497295,MALE,10.0,8.0,11.0,5.090909091,0.14285714300000002,3.75711575,3.562370797,1.888888889,1.0,3.6363636360000005,1.428571429,2.291666667,1.0672313390000001,0.704334259,0.781665609,0.55246306,-0.694062499,-0.883042606,-1.278762381
Network_708,G10M,9,0.3531770116366248,0.11401215743321008,4,21,48,0.22857142857142856,0.19298711026497295,MALE,10.0,24.0,9.0,5.8888888889999995,0.452830189,4.132653061,4.4802823169999995,13.33333333,1.0,3.5555555560000003,4.285714286,1.875,1.234515617,2.232606707,0.859795915,0.607683741,0.24781414699999998,-0.883042606,-1.311418676
Network_708,D30,5,0.2320174565021808,0.050140736456525926,3,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
Network_708,D32,2,0.08579168724062797,0.008494341915394547,2,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
Network_708,D35,4,0.11076829233193096,0.11871383002961947,3,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
Network_708,E1M,1,0.01911786123810599,0.0,1,21,48,0.22857142857142856,0.19298711026497295,MALE,,,,,,,,,,,,,,,,,,,
Network_708,D38,3,0.1887231349449834,0.00433075696233591,3,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
Network_708,D43,6,0.2648317280442105,0.07180914115124643,4,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
Network_708,D44,5,0.23977139792555688,0.04534981100770575,4,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
Network_708,D46,3,0.1887231349449837,0.00433075696233591,3,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
Network_708,D47,4,0.21981590670660756,0.016861121334805548,4,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
Network_708,D48,4,0.20432306160458677,0.03246358904253641,3,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
Network_708,D54,3,0.18872313494498397,0.00433075696233591,3,21,48,0.22857142857142856,0.19298711026497295,FEMALE,,,,,,,,,,,,,,,,,,,
