network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_24,Ant243,60,0.12567845542398418,0.004373179414197991,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,243.0,187.963,344.0,0.0,C,C,C,F,95.6364,0.0,8.54545,135.63636,182.54545,76.181818,6.455
Network_24,Ant324,44,0.08812546609607169,0.003560541776575975,36,80,2117,0.6699367088607595,0.23480768956489007,4.0,324.0,148.003,351.0,9.0,F,F,F, ,0.272727,3.18182,0.0,5.0,64.727273,420.81818,0.0
Network_24,Ant482,58,0.11874922719800123,0.004771875132140194,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,482.0,178.40400000000002,330.0,0.0,C,N,N,N,81.0909,0.0909091,0.818182,132.72727,142.72727,88.181818,4.0
Network_24,Ant621,53,0.11064898294056312,0.003929602657643397,39,80,2117,0.6699367088607595,0.23480768956489007,,,,,,,,,,,,,,,,
Network_24,Ant507,32,0.06339590267060143,0.0007526297082818903,30,80,2117,0.6699367088607595,0.23480768956489007,4.0,507.0,144.475,40.0,0.0,F,F,F, ,8.909089999999999,3.0,0.272727,19.090909,130.0,699.27273,0.09091
Network_24,Ant137,58,0.11885324448024487,0.005060538610305174,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,137.0,140.80100000000002,330.0,0.0,N,C,N, ,449.36400000000003,0.0909091,4.72727,176.81818,128.36364,39.363636,9.727
Network_24,Ant173,38,0.08043486166403953,0.0013076682330909854,36,80,2117,0.6699367088607595,0.23480768956489007,4.0,173.0,161.505,330.0,0.0,N,N,N,N,290.27299999999997,0.0,0.727273,214.81817999999998,101.36364,27.818182,14.09
Network_24,Ant153,50,0.10593702337524602,0.00335227395990828,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,153.0,215.928,190.0,0.0,C,C,C,F,50.0909,0.0,0.181818,82.545455,155.09091,122.90908999999999,1.636
Network_24,Ant260,68,0.14084938215020085,0.006718454955387162,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,260.0,236.053,400.0,0.0,F,F,F, ,3.8181800000000004,32.6364,1.63636,28.818182,137.72727,927.27273,0.3636
Network_24,Ant289,54,0.11391775140112888,0.0034862228159843393,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,289.0,154.651,330.0,0.0,F,F,F, ,11.8182,1.81818,3.72727,17.363636,97.818182,358.0,0.09091
Network_24,Ant218,48,0.10238013534542653,0.002722427645516505,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,218.0,172.699,351.0,0.0,N,C,C,C,75.1818,0.0,1.18182,164.81818,129.27273,34.454545,6.636
Network_24,Ant156,51,0.10485725695019532,0.0041414748989197035,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,156.0,173.046,40.0,0.0,N,N,N,N,372.18199999999996,0.181818,1.9090900000000002,230.09091,88.636364,26.454545,21.55
Network_24,Ant159,41,0.08307203105472243,0.002135984272330341,37,80,2117,0.6699367088607595,0.23480768956489007,4.0,159.0,153.264,40.0,0.0,N,N,N, ,159.455,0.0,0.181818,145.36364,85.727273,22.818182,11.18
Network_24,Ant158,50,0.10268495312284821,0.003377971818862712,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,158.0,149.40200000000002,40.0,0.0,C,F,F, ,128.0,0.545455,1.27273,53.0,131.90909,178.09091,0.4545
Network_24,Ant268,41,0.08635455298125905,0.0018354237404592368,37,80,2117,0.6699367088607595,0.23480768956489007,4.0,268.0,163.67,71.0,0.0,C,N,C,C,61.6364,0.0,1.9090900000000002,100.0,98.636364,74.272727,4.545
Network_24,Ant176,55,0.1127923609574914,0.005099485976360825,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,176.0,142.44299999999998,351.0,36.0,F,F,F,F,2.18182,4.09091,0.0,4.2727273,41.0,355.54545,0.0
Network_24,Ant139,51,0.10654129679452032,0.0031520956790872497,39,80,2117,0.6699367088607595,0.23480768956489007,4.0,139.0,150.546,330.0,0.0,N,N,N,N,447.455,0.0909091,2.45455,159.36364,75.090909,18.636364,13.91
