network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,Group,T,M,N,P,SCI,SCIw,ave_agg,male_age,ave_ramting,std_T,std_M,std_N,std_P,std_SCI,std_SCIw,std_ave_agg,std_male_age,std_ave_remating
Network_712,B12M,7,0.19248950889343333,0.08458606805975549,4,21,65,0.30952380952380953,0.10424246924581076,MALE,14.0,5.0,7.0,2.4285714290000002,0.294117647,4.388059701,9.197880383,2.444444444,1.0,1.0,1.6666666669999999,1.076923077,0.8808059659999999,1.805959186,0.775030917,0.490385089,-0.7175060409999999,-0.9383431170000001,-4.419186782
Network_712,19F,6,0.22795853748132167,0.03551316598630514,4,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,7M,9,0.2898081439290149,0.07346014011415779,4,21,65,0.30952380952380953,0.10424246924581076,MALE,14.0,0.0,9.0,3.0,0.0,6.047999999999999,5.617359024,21.33333333,5.0,3.4444444439999997,0.0,1.384615385,1.088054429,0.0,1.0682140409999998,0.675890762,1.7516443030000002,1.037116076,-3.0600780430000003
Network_712,C10M,6,0.15488548989914286,0.06115927569092087,4,21,65,0.30952380952380953,0.10424246924581076,MALE,14.0,9.0,6.0,2.5,0.6,4.064516128999999,4.863980307,1.111111111,1.0,1.6666666669999999,3.0,0.923076923,0.9067120240000001,3.68415674,0.7178857809999999,0.45422766299999995,-0.891799007,-0.9383431170000001,-4.048520762
Network_712,10M,11,0.3297065701344653,0.13767503536776085,4,21,65,0.30952380952380953,0.10424246924581076,MALE,14.0,1.0,11.0,2.636363636,0.034482759,5.310344828,2.920272572,20.33333333,5.0,5.909090909,0.333333333,1.692307692,0.956169044,0.211733146,0.9379273990000001,0.593454533,1.620924579,1.037116076,-1.6897369999999998
Network_712,B30M,10,0.30647941014574537,0.10840310005819731,4,21,65,0.30952380952380953,0.10424246924581076,MALE,14.0,9.0,11.0,4.3636363639999995,0.1875,5.5898366610000005,4.884002712,5.333333333,3.0,3.1818181819999998,1.875,1.71875,0.9239780559999999,1.171997625,0.9174600279999999,0.594167253,-0.025463141,0.048100153,-5.13365388
Network_712,B18M,10,0.31337938762749246,0.09608514254929455,4,21,65,0.30952380952380953,0.10424246924581076,MALE,14.0,7.0,11.0,4.3636363639999995,0.145833333,5.5898366610000005,3.941146494,30.22222222,3.0,4.3636363639999995,1.4583333330000001,1.71875,0.9239780559999999,0.911553708,0.9174600279999999,0.594167253,2.6906052469999997,0.048100153,-4.15918969
Network_712,23F,4,0.16167703971723146,0.010553497299105182,4,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,26F,7,0.2446960540021383,0.06085045556427668,4,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,2907M,4,0.1361978763343112,0.010145537974848429,4,21,65,0.30952380952380953,0.10424246924581076,MALE,14.0,0.0,4.0,3.75,0.0,6.72,21.37651822,10.0,4.0,1.0,0.0,0.615384615,1.360068036,0.0,1.186904491,0.750989736,0.270154096,0.543251278,-4.419186782
Network_712,49M,4,0.13519226263161746,0.008515194818518918,4,21,65,0.30952380952380953,0.10424246924581076,MALE,14.0,0.0,4.0,2.5,0.0,6.72,6.950531504,8.888888889,5.0,2.75,0.0,0.615384615,0.9067120240000001,0.0,1.186904491,0.750989736,0.124909959,1.037116076,-3.44618848
Network_712,50F,7,0.2359383008461454,0.05910020826815021,4,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,59M,4,0.13152951182436282,0.009444189577072092,4,21,65,0.30952380952380953,0.10424246924581076,MALE,14.0,0.0,4.0,2.5,0.0,6.461538462,17.42041113,1.5555555559999998,5.0,1.0,0.0,0.615384615,0.9067120240000001,0.0,1.1412543179999999,0.722105515,-0.833701351,1.037116076,-4.419186782
Network_712,56F,6,0.2192007843253287,0.04439985802049601,4,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,66F,6,0.21637157777109525,0.03553113336210284,4,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,70F,7,0.24402537837900784,0.06447386806629438,4,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,A29F,2,0.04990525981393639,0.0037581380408476914,2,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,A31F,3,0.1136484415629079,0.007694273024703733,3,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,B37F,7,0.24752526055637192,0.059795142202327164,4,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,B56F,4,0.16407209945056014,0.01077476766178139,4,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
Network_712,B64F,6,0.2198714599484593,0.03913443987203063,4,21,65,0.30952380952380953,0.10424246924581076,FEMALE,,,,,,,,,,,,,,,,,,,
