network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_458,TCS0029,0,-3.812460405034499e-17,0.0,0,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0001,0,-1.3120721867108778e-17,0.0,0,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0003,2,0.5227207256439819,0.0,2,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0002,2,0.5227207256439812,0.0,2,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0005,1,0.2818451988548685,0.0,1,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0004,3,0.6116284573553772,0.01904761904761905,2,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0007,1,1.651752778824515e-16,0.0,1,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0006,2,-4.66872584847505e-17,0.009523809523809525,1,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0014,0,1.4330910659343525e-18,0.0,0,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0015,0,-1.0132300418421553e-16,0.0,0,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0012,1,1.4317794586133528e-17,0.0,1,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0013,0,3.218966154110112e-17,0.0,0,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0010,1,-4.724114908447197e-16,0.0,1,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0011,0,4.549398303195407e-18,0.0,0,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0053,1,1.0755355700077596e-17,0.0,1,16,7,0.058333333333333334,0.5714285714285714
Network_458,TCS0055,0,-3.5218610494850286e-19,0.0,0,16,7,0.058333333333333334,0.5714285714285714
