network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX
Network_673,33M,1,3.957791295215754e-17,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,74F,1,7.336137049421131e-17,0.0,1,59,45,0.026300409117475162,,FEMALE
Network_673,28M,1,-1.6599228440011945e-16,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,76F,3,-2.995546505792267e-16,0.0018148820326678767,1,59,45,0.026300409117475162,,FEMALE
Network_673,63M,1,-1.6780327304323904e-16,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,67M,1,-2.0099131151694708e-16,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,1M,3,0.3897448381321312,0.0338777979431337,1,59,45,0.026300409117475162,,MALE
Network_673,78F,3,0.26757301478905743,0.01633393829401089,1,59,45,0.026300409117475162,,FEMALE
Network_673,2M,1,0.11538172685818787,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,5M,1,0.11538172685818796,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,79F,3,0.4298010827903028,0.037507562008469456,1,59,45,0.026300409117475162,,FEMALE
Network_673,17M,3,0.42163722425611316,0.037507562008469456,1,59,45,0.026300409117475162,,MALE
Network_673,25M,1,0.18533704221615752,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,64M,1,9.799062155661796e-17,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,80F,1,1.3432915550074734e-16,0.0,1,59,45,0.026300409117475162,,FEMALE
Network_673,9M,1,0.061586983348970774,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,83F,2,0.14282170370618102,0.008469449485783424,1,59,45,0.026300409117475162,,FEMALE
Network_673,41M,3,0.2696200013145678,0.02298850574712644,1,59,45,0.026300409117475162,,MALE
Network_673,57M,1,4.719159251187718e-18,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,84F,2,2.502117651909931e-17,0.0018148820326678767,1,59,45,0.026300409117475162,,FEMALE
Network_673,58M,2,7.381893543648577e-17,0.0024198427102238356,1,59,45,0.026300409117475162,,MALE
Network_673,18M,1,-1.4101305080778855e-16,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,85F,2,-7.508135919887263e-17,0.0018148820326678767,1,59,45,0.026300409117475162,,FEMALE
Network_673,11M,1,-9.973761938676998e-17,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,86F,1,-1.0907147101245654e-16,0.0,1,59,45,0.026300409117475162,,FEMALE
Network_673,44M,1,-9.973738662022052e-14,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,89F,4,-2.29871959574902e-13,0.009074410163339383,1,59,45,0.026300409117475162,,FEMALE
Network_673,47M,1,-9.969644593881639e-14,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,48M,4,-2.301554269625897e-13,0.009074410163339383,1,59,45,0.026300409117475162,,MALE
Network_673,62M,1,-9.977347047834893e-14,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,90F,1,-1.0005205411972567e-13,0.0,1,59,45,0.026300409117475162,,FEMALE
Network_673,59M,1,-9.586710100865288e-17,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,95F,2,-1.0441984599858406e-16,0.0006049606775559589,1,59,45,0.026300409117475162,,FEMALE
Network_673,60M,1,-1.0868790481323277e-16,0.0,1,59,45,0.026300409117475162,,MALE
Network_673,96F,3,0.36616917948912686,0.03266787658802178,1,59,45,0.026300409117475162,,FEMALE
