network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,Group,T,M,N,P,SCI,SCIw,ave_agg,male_age,ave_ramting,std_T,std_M,std_N,std_P,std_SCI,std_SCIw,std_ave_agg,std_male_age,std_ave_remating
Network_707,B26M,10,0.2600150587869498,0.06580876472387705,6,22,81,0.35064935064935066,0.0901422529796232,MALE,9.0,6.0,12.0,4.166666667,0.12,7.655696203,9.784636574,13.66666667,3.0,2.583333333,1.2,1.2903225809999999,1.015063365,1.012909076,0.9843954970000001,0.782753177,0.963123707,0.10350983400000001,-6.5212946160000005
Network_707,19F,9,0.2534520045948786,0.05357218214854462,6,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,3M,8,0.21641312188713682,0.03651490210051821,6,22,81,0.35064935064935066,0.0901422529796232,MALE,9.0,0.0,8.0,3.625,0.0,7.093596058999999,11.47401086,59.77777778,5.0,1.75,0.0,0.987654321,0.985737535,0.0,1.008730265,0.85749574,1.75936728,1.106162513,-5.011097428999999
Network_707,208M,12,0.2883190669470692,0.15058601691649223,6,22,81,0.35064935064935066,0.0901422529796232,MALE,9.0,1.0,8.0,3.5,0.035714286,6.4,7.280627922000001,1.6666666669999999,4.0,3.125,0.222222222,1.126760563,1.018358157,0.215965634,1.044867632,0.769942035,-0.56162252,0.28037408199999997,-4.941215574
Network_707,C12M,5,0.14634254595816598,0.009066101187949928,5,22,81,0.35064935064935066,0.0901422529796232,MALE,9.0,0.0,5.0,4.2,0.0,8.278580815,9.423983688,6.333333333,1.0,2.0,0.0,0.617283951,1.142095903,0.0,1.1772385890000001,1.000740347,-0.601837133,-0.905042056,-4.819026483
Network_707,37M,8,0.2195383424139133,0.03502434627997012,6,22,81,0.35064935064935066,0.0901422529796232,MALE,9.0,1.0,3.0,3.666666667,0.090909091,7.916230366000001,17.15777262,16.11111111,7.0,1.6666666669999999,0.2,0.322580645,0.8932557609999999,0.76735536,1.017895867,0.809391374,1.3316232129999999,2.173706512,-7.351882015
Network_707,45M,9,0.24994122921758888,0.041245544124923324,6,22,81,0.35064935064935066,0.0901422529796232,MALE,9.0,5.0,9.0,4.1111111110000005,0.135135135,7.735334243,9.502283293,1.111111111,5.0,2.333333333,1.162790698,1.111111111,1.117924561,0.933407867,1.099987326,0.935071028,-0.832557731,1.106162513,-4.5629318880000005
Network_707,11M,11,0.28173656770878736,0.08303099227597369,6,22,81,0.35064935064935066,0.0901422529796232,MALE,9.0,5.0,11.0,3.727272727,0.12195122,6.61259542,6.081886383,11.22222222,5.0,3.727272727,1.162790698,1.358024691,1.013548312,0.842343685,0.9403305559999999,0.799350901,-0.385843382,1.106162513,-3.491990856
Network_707,C7M,6,0.14562912329230795,0.03470307580288808,5,22,81,0.35064935064935066,0.0901422529796232,MALE,9.0,3.0,9.0,3.888888889,0.085714286,7.943957967999999,7.241318281,1.222222222,3.0,3.111111111,0.6,0.967741935,0.947392474,0.723506483,1.021461177,0.81222637,-0.912873775,0.10350983400000001,-6.043077628
Network_707,B24M,9,0.24994122921758885,0.041245544124923324,6,22,81,0.35064935064935066,0.0901422529796232,MALE,9.0,10.0,9.0,4.1111111110000005,0.27027027,7.735334243,4.834860153999999,29.33333333,1.0,5.8888888889999995,2.325581395,1.111111111,1.117924561,1.866815734,1.099987326,0.935071028,0.414315286,-0.905042056,-1.8312562119999998
Network_707,23F,2,0.05344589443263579,0.0018894402249341323,2,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,26F,8,0.23551604144336838,0.03464624161756205,6,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,50F,10,0.26396908810378267,0.09266949435799825,6,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,B1M,3,0.08539232814295676,0.002774712462484123,3,22,81,0.35064935064935066,0.0901422529796232,MALE,9.0,2.0,3.0,2.666666667,0.25,8.155339806,12.68483063,5.666666667,1.0,2.0,0.46511627899999997,0.37037037,0.725140256,1.726804554,1.159713355,0.9858425940000001,-0.631290827,-0.905042056,-4.819026483
Network_707,56F,4,0.12927186928696244,0.005482136488975396,4,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,66F,8,0.23542817493454787,0.03711361041575793,6,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,70F,6,0.17636545493275602,0.019963755672207838,5,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,A29F,4,0.12888696111103326,0.005722093023607542,4,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,A31F,7,0.2013554386187832,0.03568863241869679,6,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,B37F,8,0.22800929529194214,0.04673583999457012,6,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,B56F,7,0.1997593830726317,0.03187033201958332,5,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
Network_707,B64F,8,0.23551604144336832,0.03464624161756205,6,22,81,0.35064935064935066,0.0901422529796232,FEMALE,,,,,,,,,,,,,,,,,,,
