network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_102,Ant621,105,0.0944710719337884,0.0030991897307000157,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,621.0,146.0,64.0,0.0,F,F,F,F,75.4545,0.181818,1.63636,125.72726999999999,228.0,225.45455,1.273
Network_102,Ant118,121,0.10815437982032754,0.004238524600289325,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,118.0,197.773,169.0,0.0,C,C, , ,36.1818,1.72727,0.909091,146.81818,205.09091,210.27272999999997,1.182
Network_102,Ant540,89,0.07903538622725488,0.001787258626117345,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,540.0,175.96,40.0,0.0,N,N,N,N,399.545,0.454545,0.0909091,555.45455,139.72727,67.363636,13.45
Network_102,Ant227,116,0.10404992366550994,0.003806863007767718,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,227.0,185.607,162.0,0.0,C,C,C,C,154.545,0.909091,1.09091,366.54545,434.27272999999997,402.90909,5.545
Network_102,Ant117,97,0.08635575759107694,0.003026870171240502,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,117.0,142.622,64.0,18.0,F,F,F,F,32.0,87.6364,1.72727,100.90909,216.36364,353.90909,1.182
Network_102,Ant111,71,0.0675878545431062,0.0007554362617363902,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,111.0,155.27100000000002,50.0,0.0,C,C,C,F,14.3636,0.0,0.363636,110.72726999999999,114.45455,87.545455,1.364
Network_102,Ant221,55,0.04724588420330445,0.0004812387805723125,51,140,6480,0.6659815005138746,0.2930310405936255,21.0,221.0,138.08,50.0,0.0,F,F, , ,24.7273,2.0,0.636364,53.909091000000004,124.0,237.18182000000002,0.3636
Network_102,Ant112,104,0.09215290636673627,0.004042079690121796,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,112.0,136.499,5.0,0.0,C,F,F,F,208.81799999999998,1.09091,1.0,153.27273,220.63636,221.27272999999997,1.7269999999999999
Network_102,Ant194,107,0.09697187073035958,0.003124404778078923,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,194.0,159.327,71.0,0.0,C,C,F,F,48.0,1.36364,0.272727,147.54545,254.09091,267.72727000000003,0.8182
Network_102,Ant196,98,0.0858024454438692,0.0033057280026182524,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,196.0,150.987,5.0,45.0,F,F,F,F,8.45455,70.0909,1.0,68.727273,199.54545,722.18182,0.09091
Network_102,Ant191,100,0.08870981984309625,0.0025464569309480217,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,191.0,167.296,40.0,0.0,N,N,N,N,415.727,0.0,3.45455,570.72727,161.0,65.090909,19.18
Network_102,Ant190,92,0.08504563957598325,0.001722532377629246,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,190.0,199.489,190.0,0.0,F,C,F,C,88.7273,1.27273,0.181818,115.27273000000001,192.27273,245.36364,0.8182
Network_102,Ant198,94,0.0822990129583915,0.002999105551389231,68,140,6480,0.6659815005138746,0.2930310405936255,21.0,198.0,134.852,113.0,91.0,F,F, , ,11.5455,27.5455,0.636364,48.454545,126.27273000000001,607.45455,0.5455
