network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,fur_mark,sex,stage_current_year,Node_All days_detected,btw_spat,btw_soc
Network_747,R459_R553,13,0.05503158102127698,0.000862088135268594,12,61,844,0.46120218579234973,0.19011370564123387,three_open_circles,M,A,2,3,4
Network_747,R080_L289,38,0.15530815884503302,0.01741068593552796,23,61,844,0.46120218579234973,0.19011370564123387,umbrella,F,A,25,62,517
Network_747,R566,47,0.1830458690767136,0.02382999090002794,23,61,844,0.46120218579234973,0.19011370564123387,walking_man,M,A,29,84,6
Network_747,R572,37,0.14927007446402765,0.012593636568949889,23,61,844,0.46120218579234973,0.19011370564123387,bean,M,A,15,45,1
Network_747,R446,24,0.10690222326493555,0.004414286869511596,21,61,844,0.46120218579234973,0.19011370564123387,Cu_copper,M,A,5,16,5
Network_747,R613,28,0.12518164333222617,0.0025228132743373185,23,61,844,0.46120218579234973,0.19011370564123387,forty_four,M,P,8,9,14
Network_747,R563,12,0.06201424938876865,0.0,12,61,844,0.46120218579234973,0.19011370564123387,Jupiter,M,P,4,0,0
Network_747,R440,13,0.06539347874317837,0.0,13,61,844,0.46120218579234973,0.19011370564123387,lambda,F,A,2,0,0
Network_747,R320,16,0.0741062477339337,0.00025547898429254364,15,61,844,0.46120218579234973,0.19011370564123387,pirate_hook,F,A,1,1,0
Network_747,R607,13,0.06600519107117,0.0,13,61,844,0.46120218579234973,0.19011370564123387,pound,F,P,1,0,26
Network_747,R462_R577,9,0.03810516521946459,0.0001889965025558246,9,61,844,0.46120218579234973,0.19011370564123387,volcano,M,A,1,1,433
Network_747,R456,8,0.03718485564684089,0.0,8,61,844,0.46120218579234973,0.19011370564123387,does_not_equal,F,A,2,0,309
Network_747,R297,22,0.10312419601921259,0.0005681936222711047,21,61,844,0.46120218579234973,0.19011370564123387,jelly_fish,F,A,2,2,56
Network_747,R444,10,0.05139586394282404,0.0,10,61,844,0.46120218579234973,0.19011370564123387,football_concussion,M,A,1,0,92
Network_747,R648,12,0.05977355008420791,3.995457795348446e-05,12,61,844,0.46120218579234973,0.19011370564123387,rain,F,P,2,0,0
Network_747,R484,15,0.06686749867727261,0.0012587214440188538,13,61,844,0.46120218579234973,0.19011370564123387,cookie,F,A,2,4,20
Network_747,R584,20,0.08773623194866238,0.0021083522452964853,17,61,844,0.46120218579234973,0.19011370564123387,line_over_blot,F,P,3,7,49
Network_747,R247_R539_L433,9,0.04047219005682228,0.0,9,61,844,0.46120218579234973,0.19011370564123387,Mills,M,A,2,0,5
Network_747,R630,5,0.021975568918923917,2.8248587570621472e-05,5,61,844,0.46120218579234973,0.19011370564123387,four_blots,M,P,1,0,12
Network_747,R646,9,0.03827807635344272,0.00011244848385600045,9,61,844,0.46120218579234973,0.19011370564123387,sun,M,P,3,0,260
Network_747,R631,1,0.0046293317460780045,0.0,1,61,844,0.46120218579234973,0.19011370564123387,spin,F,P,1,0,0
