network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,fur_mark,sex,stage_current_year,Node_All days_detected,btw_spat,btw_soc
Network_747,R556,42,0.16766647601034187,0.017759353076737566,23,61,844,0.46120218579234973,0.19011370564123387,barnacle,M,P,27,63,4
Network_747,R305,12,0.05794678085709589,2.8248587570621472e-05,12,61,844,0.46120218579234973,0.19011370564123387,backwards_C,F,A,2,0,104
Network_747,R626,49,0.1886429674952139,0.024912564993138177,23,61,844,0.46120218579234973,0.19011370564123387,cheeks,F,P,28,88,17
Network_747,R570,46,0.18232121833272302,0.019023817049305485,23,61,844,0.46120218579234973,0.19011370564123387,five,F,P,27,67,162
Network_747,R588,45,0.17840599217805847,0.021464360302086108,23,61,844,0.46120218579234973,0.19011370564123387,house,M,P,23,76,173
Network_747,R150_L230,40,0.16077947791462088,0.021565575534924844,23,61,844,0.46120218579234973,0.19011370564123387,line_over_batgirl,F,A,18,76,100
Network_747,R561,44,0.1749122698235017,0.01841128766515102,23,61,844,0.46120218579234973,0.19011370564123387,lowercase_b,F,P,24,65,25
Network_747,R592,22,0.10206080191621054,0.0009736621244494772,20,61,844,0.46120218579234973,0.19011370564123387,north_face,F,P,2,3,12
Network_747,R475,34,0.1399627312200475,0.011359980884353516,23,61,844,0.46120218579234973,0.19011370564123387,open_circle,F,A,20,40,187
Network_747,R296,55,0.19772740605036532,0.04907528449116167,23,61,844,0.46120218579234973,0.19011370564123387,pi,F,A,29,174,56
Network_747,R557,49,0.1868597040382146,0.026755689375128393,23,61,844,0.46120218579234973,0.19011370564123387,therefore,F,P,29,95,10
Network_747,R605,27,0.11432778235157205,0.004803037445512766,21,61,844,0.46120218579234973,0.19011370564123387,tulip,M,P,5,17,105
Network_747,R526,50,0.1878818300726203,0.03363974079801807,23,61,844,0.46120218579234973,0.19011370564123387,yip_yip,F,A,25,119,0
Network_747,R611,16,0.0745073002533896,0.0003762783051800059,16,61,844,0.46120218579234973,0.19011370564123387,black_tip,F,P,2,1,32
Network_747,R683,26,0.11779533824769037,0.0024630882940380456,22,61,844,0.46120218579234973,0.19011370564123387,Capital_C,M,P,6,9,0
Network_747,R693,42,0.17213726839712226,0.014610163211690511,23,61,844,0.46120218579234973,0.19011370564123387,Capital_E,F,P,10,52,0
Network_747,R600,41,0.1653646853334218,0.013660054414963336,23,61,844,0.46120218579234973,0.19011370564123387,Capital_F,M,P,28,48,1
Network_747,R587,41,0.16783538883815427,0.015448197154836018,23,61,844,0.46120218579234973,0.19011370564123387,Capital_K,F,P,25,55,1
Network_747,R677,16,0.07722636786930251,9.162822857246832e-05,16,61,844,0.46120218579234973,0.19011370564123387,Capital_N,M,A,2,0,0
Network_747,R463,18,0.08586184679729264,0.0003850705411811567,17,61,844,0.46120218579234973,0.19011370564123387,Capital_S,F,A,5,1,0
Network_747,R476_R580,38,0.16315216894478607,0.008640641749338774,23,61,844,0.46120218579234973,0.19011370564123387,cups,F,A,17,31,57
Network_747,R606,15,0.07388679436170471,6.646726487205052e-05,15,61,844,0.46120218579234973,0.19011370564123387,euro,M,P,1,0,7
Network_747,R306,35,0.15607425863388502,0.004000986700404098,23,61,844,0.46120218579234973,0.19011370564123387,eyeball,F,A,8,14,188
Network_747,R617,11,0.048164064910938206,0.0002607916989771427,10,61,844,0.46120218579234973,0.19011370564123387,foot,F,P,2,1,24
Network_747,R632,8,0.036128916827625514,0.0,8,61,844,0.46120218579234973,0.19011370564123387,freezing_rain,F,A,1,0,0
Network_747,R075_L114_L277,42,0.1664892087720413,0.022290920745298325,23,61,844,0.46120218579234973,0.19011370564123387,ghost,F,A,12,79,1
Network_747,R599,44,0.17291678004337943,0.021890065162669475,23,61,844,0.46120218579234973,0.19011370564123387,greater_than,F,P,22,77,23
Network_747,R601,37,0.15830467146636892,0.039553998199500735,23,61,844,0.46120218579234973,0.19011370564123387,grumpy,F,P,18,140,124
Network_747,R591,46,0.17828537947158307,0.027495876839518704,23,61,844,0.46120218579234973,0.19011370564123387,IS,F,P,25,97,239
Network_747,R309,48,0.18433276820055608,0.03238034503940646,23,61,844,0.46120218579234973,0.19011370564123387,leaning_tower,F,A,25,115,210
Network_747,R523,30,0.1353739020199646,0.003978060184736533,23,61,844,0.46120218579234973,0.19011370564123387,libra,F,A,10,14,192
Network_747,R391,34,0.14698355048414594,0.008108463958906117,23,61,844,0.46120218579234973,0.19011370564123387,lol,M,A,4,29,216
Network_747,R627,32,0.14091488833389715,0.0060550638113887854,23,61,844,0.46120218579234973,0.19011370564123387,pacman,F,P,11,21,393
Network_747,R685,38,0.15618666638634382,0.012754501551612025,23,61,844,0.46120218579234973,0.19011370564123387,peace_sign,F,P,8,45,0
Network_747,R678,28,0.13186738175892973,0.0010214576247250657,23,61,844,0.46120218579234973,0.19011370564123387,peanut,M,P,4,4,19
Network_747,R213_L226,18,0.08424240747106472,0.0011906055919400345,16,61,844,0.46120218579234973,0.19011370564123387,pine,F,A,3,4,8
Network_747,R377,33,0.1389248256432754,0.007481696272222195,23,61,844,0.46120218579234973,0.19011370564123387,SO,M,A,9,26,15
Network_747,R176_L222,14,0.06293072854642935,0.0005554114262471949,13,61,844,0.46120218579234973,0.19011370564123387,soda,F,A,3,2,300
Network_747,R486_R650,34,0.14415413101641875,0.013380562021056554,23,61,844,0.46120218579234973,0.19011370564123387,spoon,F,A,12,47,33
Network_747,R664,27,0.12826811361948517,0.0010343484855954313,23,61,844,0.46120218579234973,0.19011370564123387,squirrel,F,A,3,4,0
