network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_600,092630365,7,0.37104093683271067,0.06602989399832228,5,95,167,0.0374020156774916,0.7673997677754252
Network_600,092621824,3,0.07473165407434351,0.0704644246167925,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,095572329,1,1.6731517339137013e-17,0.0,1,95,167,0.0374020156774916,0.7673997677754252
Network_600,082297010,3,0.00030701894408029104,0.018302447952413637,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,095571809,11,0.33571964415972755,0.23021429116144285,3,95,167,0.0374020156774916,0.7673997677754252
Network_600,092238617,2,0.02482770054712983,0.0,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,095595077,2,0.024488678004926944,0.0,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,092309126,6,0.003831773004114906,0.15042324410889957,3,95,167,0.0374020156774916,0.7673997677754252
Network_600,096359770,11,0.03901993292125191,0.15211240753450778,3,95,167,0.0374020156774916,0.7673997677754252
Network_600,092570093,5,0.29854831563436357,0.0,5,95,167,0.0374020156774916,0.7673997677754252
Network_600,092637279,2,0.008360167937641778,0.0,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,092585812,1,0.0026119200093993357,0.0,1,95,167,0.0374020156774916,0.7673997677754252
Network_600,092123583,8,0.042074844798953556,0.2145962022420499,4,95,167,0.0374020156774916,0.7673997677754252
Network_600,095565588,4,0.0011315122629285263,0.018302447952413637,3,95,167,0.0374020156774916,0.7673997677754252
Network_600,092341340,2,4.0341178635490143e-17,0.0,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,092101328,3,3.975988334131638e-17,0.001601464195836193,1,95,167,0.0374020156774916,0.7673997677754252
Network_600,092583304,3,0.028430300588164238,0.0,3,95,167,0.0374020156774916,0.7673997677754252
Network_600,092773814,4,0.17944633158256756,0.0007626019980172347,3,95,167,0.0374020156774916,0.7673997677754252
Network_600,092772016,5,0.2985483156343635,0.0,5,95,167,0.0374020156774916,0.7673997677754252
Network_600,095571871,2,0.008372533225572618,0.0,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,095595276,6,0.03797610467183086,0.20877754899717832,3,95,167,0.0374020156774916,0.7673997677754252
Network_600,095594003,2,0.005204221910511518,0.0,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,092557862,6,0.08329973464819135,0.032734690764889794,4,95,167,0.0374020156774916,0.7673997677754252
Network_600,092632770,2,0.00848722719553303,0.0,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,092787028,3,0.001101499773906794,0.0,3,95,167,0.0374020156774916,0.7673997677754252
Network_600,092770118,4,0.016031061792784605,0.0,4,95,167,0.0374020156774916,0.7673997677754252
Network_600,092298778,6,0.03540531178621485,0.057271410051094235,4,95,167,0.0374020156774916,0.7673997677754252
Network_600,092296382,2,0.0030498163839093916,0.0,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,092773374,2,0.005204221910511525,0.0,2,95,167,0.0374020156774916,0.7673997677754252
Network_600,092293382,3,0.010746566085682653,0.0,3,95,167,0.0374020156774916,0.7673997677754252
Network_600,079594811,2,0.003172361440843284,0.0,2,95,167,0.0374020156774916,0.7673997677754252
