network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,coef.activity,total.length,foreleg.width.male,coef.agg.male,HAM
Network_681,141M,3,0.11967283527405743,0.02765865331357016,2,46,85,0.0821256038647343,0.4861540749553837,MALE,0.061587302000000003,-1.206734491,0.067159714,0.085758386,1
Network_681,203F,8,0.3112830491617027,0.14294003847921283,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,0.29255528199999997,0.183265509,-,-,-
Network_681,204F,5,0.14321379651158117,0.07172623297229999,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,-0.332451703,-0.17173449100000002,-,-,-
Network_681,207F,5,0.11386269272860994,0.0896761930789962,2,46,85,0.0821256038647343,0.4861540749553837,FEMALE,-0.131485598,0.449265509,-,-,-
Network_681,142M,4,0.16658197009354875,0.055488368830468836,3,46,85,0.0821256038647343,0.4861540749553837,MALE,-0.888435456,0.365265509,0.101159714,0.118485201,0
Network_681,192F,5,0.22037746137669958,0.03879594699090484,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,0.291234454,0.9612655090000001,-,-,-
Network_681,195F,9,0.36726829328745647,0.1893272403853188,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,0.8353262140000001,0.8562655090000001,-,-,-
Network_681,206F,4,0.06028449928173379,0.04681531221639372,2,46,85,0.0821256038647343,0.4861540749553837,FEMALE,0.37326908299999995,-0.28373449100000003,-,-,-
Network_681,143M,2,0.04350115732780934,0.014755469988450384,2,46,85,0.0821256038647343,0.4861540749553837,MALE,0.972673418,-0.7787344909999999,0.048159714,0.139805751,0
Network_681,198F,6,0.0927363875234949,0.09441391463930565,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,0.38490472200000003,-0.9197344909999999,-,-,-
Network_681,144M,6,0.27068413306358746,0.1249802854473336,3,46,85,0.0821256038647343,0.4861540749553837,MALE,1.4711049790000001,0.432265509,0.044159714,0.188303595,0
Network_681,196F,6,0.16962246132837724,0.08965033593065423,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,-0.409974093,-1.005734491,-,-,-
Network_681,199F,6,0.20206566235884307,0.07397742630687881,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,-0.184206482,0.5572655089999999,-,-,-
Network_681,205F,3,0.09210087809268301,0.015522574595844968,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,-0.438864463,-0.034734491,-,-,-
Network_681,145M,3,0.09550424214796795,0.027963190170376486,3,46,85,0.0821256038647343,0.4861540749553837,MALE,-0.103511811,-0.270734491,0.002159714,0.000139754,0
Network_681,194F,7,0.16394894663920406,0.13183462103888618,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,0.17627439,-0.24173449100000002,-,-,-
Network_681,201F,5,0.12000476793178436,0.0836738870727312,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,0.128141501,-0.17373449100000002,-,-,-
Network_681,146M,4,0.18880599800496456,0.06830588674838098,3,46,85,0.0821256038647343,0.4861540749553837,MALE,-0.051679973,0.5652655089999999,0.203159714,-0.079065638,0
Network_681,191F,4,0.0981360221975598,0.04836518826486202,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,0.783424695,0.22626550899999998,-,-,-
Network_681,148M,3,0.14950281653801553,0.04608131809022292,2,46,85,0.0821256038647343,0.4861540749553837,MALE,0.637020281,-0.41773449100000004,0.088159714,-0.100816349,0
Network_681,197F,1,0.031479063388059635,0.0,1,46,85,0.0821256038647343,0.4861540749553837,FEMALE,-0.15927478,0.454265509,-,-,-
Network_681,150M,2,0.08863241765764268,0.026802797294951306,2,46,85,0.0821256038647343,0.4861540749553837,MALE,0.632349901,-0.445734491,0.057159714,0.295256196,0
Network_681,200F,4,0.05367167919652415,0.06062057797420578,2,46,85,0.0821256038647343,0.4861540749553837,FEMALE,-0.28590679,0.416265509,-,-,-
Network_681,151M,3,0.0908995955658751,0.018953021761639665,3,46,85,0.0821256038647343,0.4861540749553837,MALE,-0.43979033,0.19226550899999997,0.104159714,0.218670135,0
Network_681,152M,5,0.15301287641275144,0.07676145883150629,3,46,85,0.0821256038647343,0.4861540749553837,MALE,0.24911529899999998,0.140265509,0.058159714,0.174356096,0
Network_681,202F,6,0.2022568375464449,0.07720596459895923,3,46,85,0.0821256038647343,0.4861540749553837,FEMALE,-0.493727418,-0.325734491,-,-,-
Network_681,153M,3,0.061209255592392604,0.05792281138780328,2,46,85,0.0821256038647343,0.4861540749553837,MALE,-0.479600277,0.307265509,0.116159714,0.004581564,0
