network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_732,1,34,0.11518083662495583,0.003986543774683822,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,2,34,0.11299236759622233,0.004796821544962026,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,3,31,0.10561788201306412,0.0032508717754069468,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,4,40,0.13407034580792948,0.00626868912181853,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,5,53,0.17235001816610096,0.013915476508492107,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,6,35,0.11585763692901316,0.005973571084550411,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,7,30,0.10246786429590238,0.0029137840524016867,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,8,45,0.1519358209090328,0.007414390494932943,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,9,34,0.1162432893796333,0.003777373780975598,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,10,40,0.1350878075361992,0.006184599130215478,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,11,46,0.15457084764765372,0.00801566335152513,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,12,37,0.12411641403615015,0.005505900122626825,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,13,35,0.12026257512869723,0.0040302749883164525,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,14,47,0.15327785939076646,0.010509721793316329,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,15,44,0.14591367025034127,0.008116940595251221,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,16,55,0.17643838530834266,0.01656779433073973,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,17,33,0.10828150489627918,0.004754980606048472,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,18,39,0.1290130752860724,0.006474492411328004,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,19,43,0.14136380345114005,0.008387379873324122,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,20,28,0.09370809133992714,0.0029088222589020753,27,62,1167,0.6171337916446324,0.10016529646746689
Network_732,21,47,0.15527785544743267,0.009360671601008633,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,22,44,0.14590309760767442,0.008647078011237644,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,23,31,0.10449654158603809,0.0037352253755808078,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,24,41,0.13864651845679263,0.006341831939056673,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,25,49,0.15883075946739794,0.011912288814093012,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,26,46,0.14978859133343783,0.010682548449676754,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,27,46,0.14952979774386735,0.010394299661348525,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,28,36,0.11936156707679076,0.005657246648458888,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,29,42,0.13878116690401643,0.007848591226864468,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,30,31,0.10129932748374731,0.004326337015888215,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,31,39,0.1287309564652707,0.006313299791927298,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,32,32,0.10381433273739837,0.005266796064118044,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,33,37,0.12510689229023214,0.004809957651643567,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,34,43,0.13935558653556993,0.009220954836668087,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,35,45,0.14250872350032728,0.011233630820059097,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,36,36,0.12228369374522113,0.004610889458827372,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,37,51,0.1659042822691566,0.0125808249605804,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,38,32,0.10576280569777399,0.00458082597539553,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,39,35,0.11434684215410454,0.00573534772039943,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,40,44,0.14530853863158047,0.008459395662373154,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,41,35,0.12097648904672921,0.004040325437901022,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,42,24,0.08318659671787129,0.00168225754713324,24,62,1167,0.6171337916446324,0.10016529646746689
Network_732,43,29,0.09894923703630919,0.0024442890702505837,27,62,1167,0.6171337916446324,0.10016529646746689
Network_732,44,34,0.11640769005348321,0.003907033904251817,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,45,35,0.12117624779689506,0.003720379653494565,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,46,38,0.12652807628163695,0.006143992923914075,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,47,38,0.12958307298754967,0.005020786869822446,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,48,29,0.09167045396134409,0.004038645238725806,27,62,1167,0.6171337916446324,0.10016529646746689
Network_732,49,36,0.11674810754859358,0.006302158947288971,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,50,44,0.1435766645599872,0.009869243029725501,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,51,45,0.14927224909687253,0.008967549875620356,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,52,34,0.11206605278023685,0.004394424347768245,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,53,38,0.12267013593920206,0.007195081064660107,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,54,37,0.12358343749169923,0.005108369491802743,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,55,32,0.10399081668216736,0.0049579071526110715,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,56,38,0.12776325333567795,0.005164852842031901,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,57,37,0.11578476964312402,0.008398184277725153,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,58,27,0.09393174408280246,0.0024275370217341228,27,62,1167,0.6171337916446324,0.10016529646746689
Network_732,59,43,0.1413542200127511,0.008747385679251282,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,60,34,0.11036740554282654,0.00557468840184845,28,62,1167,0.6171337916446324,0.10016529646746689
Network_732,61,17,0.059040595971344076,0.0009558694271049145,17,62,1167,0.6171337916446324,0.10016529646746689
Network_732,62,20,0.06656974325604818,0.0010953198108565533,20,62,1167,0.6171337916446324,0.10016529646746689
