network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_26,Ant394,55,0.12300246749007057,0.003298666576232864,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,394.0,151.18200000000002,330.0,0.0,N,C,C,F,115.818,0.363636,0.818182,124.0,102.54545,44.818182,3.727
Network_26,Ant243,49,0.11235195340405434,0.0017056915848246395,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,243.0,187.963,344.0,0.0,C,C,C,F,95.6364,0.0,8.54545,135.63636,182.54545,76.181818,6.455
Network_26,Ant324,24,0.040283986055347415,0.0002962956635042739,21,80,2010,0.6360759493670886,0.24773083564296447,4.0,324.0,148.003,351.0,9.0,F,F,F, ,0.272727,3.18182,0.0,5.0,64.727273,420.81818,0.0
Network_26,Ant482,54,0.12074932822149946,0.0030118546774969644,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,482.0,178.40400000000002,330.0,0.0,C,N,N,N,81.0909,0.0909091,0.818182,132.72727,142.72727,88.181818,4.0
Network_26,Ant621,52,0.10638351866247632,0.007059016973568814,38,80,2010,0.6360759493670886,0.24773083564296447,,,,,,,,,,,,,,,,
Network_26,Ant507,34,0.06376394402406393,0.0018470836620414714,25,80,2010,0.6360759493670886,0.24773083564296447,4.0,507.0,144.475,40.0,0.0,F,F,F, ,8.909089999999999,3.0,0.272727,19.090909,130.0,699.27273,0.09091
Network_26,Ant137,55,0.12392019974663049,0.002606513672682718,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,137.0,140.80100000000002,330.0,0.0,N,C,N, ,449.36400000000003,0.0909091,4.72727,176.81818,128.36364,39.363636,9.727
Network_26,Ant173,38,0.08297429213062577,0.0013892568499530922,37,80,2010,0.6360759493670886,0.24773083564296447,4.0,173.0,161.505,330.0,0.0,N,N,N,N,290.27299999999997,0.0,0.727273,214.81817999999998,101.36364,27.818182,14.09
Network_26,Ant153,48,0.10928100899719344,0.0018551896451861778,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,153.0,215.928,190.0,0.0,C,C,C,F,50.0909,0.0,0.181818,82.545455,155.09091,122.90908999999999,1.636
Network_26,Ant260,71,0.15138729160329975,0.010640059159266012,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,260.0,236.053,400.0,0.0,F,F,F, ,3.8181800000000004,32.6364,1.63636,28.818182,137.72727,927.27273,0.3636
Network_26,Ant289,59,0.13088921084625113,0.005146793726485427,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,289.0,154.651,330.0,0.0,F,F,F, ,11.8182,1.81818,3.72727,17.363636,97.818182,358.0,0.09091
Network_26,Ant100,26,0.04497605233491704,0.0004006311078520755,22,80,2010,0.6360759493670886,0.24773083564296447,4.0,100.0,135.93,85.0,162.0,F,F,F, ,2.0,24.9091,0.454545,12.272727,108.27273000000001,1017.4545,0.0
Network_26,Ant156,44,0.09702765094667658,0.002176131178187178,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,156.0,173.046,40.0,0.0,N,N,N,N,372.18199999999996,0.181818,1.9090900000000002,230.09091,88.636364,26.454545,21.55
Network_26,Ant159,50,0.11085387884850237,0.0028408530379664754,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,159.0,153.264,40.0,0.0,N,N,N, ,159.455,0.0,0.181818,145.36364,85.727273,22.818182,11.18
Network_26,Ant158,49,0.09861093902687297,0.006045695133826252,37,80,2010,0.6360759493670886,0.24773083564296447,4.0,158.0,149.40200000000002,40.0,0.0,C,F,F, ,128.0,0.545455,1.27273,53.0,131.90909,178.09091,0.4545
Network_26,Ant268,46,0.10111033284178866,0.0025595527047563293,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,268.0,163.67,71.0,0.0,C,N,C,C,61.6364,0.0,1.9090900000000002,100.0,98.636364,74.272727,4.545
Network_26,Ant219,35,0.07656544353834542,0.0007806911253173774,35,80,2010,0.6360759493670886,0.24773083564296447,4.0,219.0,286.895,1453.0,0.0,Q,Q,Q,Q,76.8182,0.0,0.0909091,303.63636,77.090909,10.090909,0.0
Network_26,Ant176,49,0.10055705109165264,0.0059866414474490206,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,176.0,142.44299999999998,351.0,36.0,F,F,F,F,2.18182,4.09091,0.0,4.2727273,41.0,355.54545,0.0
Network_26,Ant139,49,0.10919874828872804,0.002537212342722976,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,139.0,150.546,330.0,0.0,N,N,N,N,447.455,0.0909091,2.45455,159.36364,75.090909,18.636364,13.91
Network_26,Ant560,59,0.12851093169529473,0.006921031138446004,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,560.0,212.93400000000003,316.0,0.0,F,F,F,F,6.36364,63.9091,0.545455,30.727272999999997,121.63636000000001,626.90909,0.7273
Network_26,Ant207,60,0.13291241067723175,0.004154028885691528,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,207.0,201.91099999999997,337.0,0.0,C,C,N,C,58.5455,0.0909091,3.0,128.45455,238.45455,195.90909,5.545
Network_26,Ant117,69,0.1476690847960156,0.01046729590934669,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,117.0,160.46200000000002,190.0,0.0,C,C,C,F,88.4545,0.272727,3.45455,128.09091,198.18182,179.0,6.727
Network_26,Ant564,69,0.14779663580694957,0.011209877007515823,38,80,2010,0.6360759493670886,0.24773083564296447,4.0,564.0,136.077,246.0,0.0,C,C,F,F,107.0,0.181818,93.2727,115.27273000000001,196.0,165.0,1.182
