network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,SEX,Group,T,M,N,P,SCI,SCIw,ave_agg,male_age,ave_ramting,std_T,std_M,std_N,std_P,std_SCI,std_SCIw,std_ave_agg,std_male_age,std_ave_remating
Network_706,D13,8,0.29846695479088214,0.0772009832378498,4,21,57,0.2714285714285714,0.07799621928166353,MALE,8.0,12.0,8.0,4.125,0.363636364,5.3503184710000005,5.172929442,10.11111111,2.0,2.375,3.157894737,1.403508772,1.097483723,2.227420122,1.0426173159999998,0.840657412,1.2139197659999998,-0.369274473,-6.151538971
Network_706,108F,3,0.14431977750848204,0.006997240634970796,3,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,C5,9,0.3082302430210335,0.11912930907920315,4,21,57,0.2714285714285714,0.07799621928166353,MALE,8.0,14.0,7.0,2.285714286,0.875,2.857142857,2.14028777,3.4444444439999997,1.0,3.857142857,5.833333333,2.058823529,1.09022082,4.169993696000001,0.7628124490000001,0.40573180299999995,-0.32431545100000003,-0.737864787,-3.142894753
Network_706,B22,9,0.2938263844467569,0.1862093057848313,4,21,57,0.2714285714285714,0.07799621928166353,MALE,8.0,2.0,8.0,1.375,0.181818182,4.482988659,5.0131775769999996,5.222222222,1.0,2.125,1.428571429,1.2903225809999999,1.059471029,0.9029668909999999,0.816493846,0.718658748,0.0,-0.90015575,-4.464236253999999
Network_706,52F,3,0.12467307703882359,0.008227335017501222,3,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,E2,6,0.19108202107219072,0.05826198910323889,4,21,57,0.2714285714285714,0.07799621928166353,MALE,,,,,,,,,,,,,,,,,,,
Network_706,G1,8,0.2786202402692805,0.09276102187663209,4,21,57,0.2714285714285714,0.07799621928166353,MALE,8.0,3.0,8.0,3.75,0.1,4.8137535819999995,3.942664793,7.222222222,2.0,2.625,0.7894736840000001,1.403508772,0.9977124759999999,0.612540533,0.93805684,0.756350795,0.426839618,-0.369274473,-5.766050647999999
Network_706,58F,1,0.04708922594022307,0.0,1,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,62F,4,0.12373677171604382,0.027212782207201303,4,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,B29,4,0.14179915254071085,0.02022829956722738,4,21,57,0.2714285714285714,0.07799621928166353,MALE,8.0,2.0,2.0,1.5,0.666666667,4.2,3.923076923,13.55555556,1.0,2.0,0.625,0.4,0.5692199579999999,2.86294626,0.9704620209999999,0.7417372309999999,0.638872082,-0.814821714,-2.940152771
Network_706,J3,4,0.14538260758868202,0.018920111106643614,4,21,57,0.2714285714285714,0.07799621928166353,MALE,8.0,3.0,4.0,4.0,0.1875,5.694915254,7.315765967000001,8.333333332999999,1.0,1.25,0.7894736840000001,0.701754386,1.0642266409999999,1.1485135,1.109768939,0.894801449,0.729562752,-1.107823419,-7.886236425
Network_706,J2,7,0.26194560107683945,0.061245621355813636,4,21,57,0.2714285714285714,0.07799621928166353,MALE,,,,,,,,,,,,,,,,,,,
Network_706,D31,7,0.2662200681007753,0.10554836690717417,4,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,208M,2,0.07468247953301266,0.0028854641517180213,2,21,57,0.2714285714285714,0.07799621928166353,MALE,8.0,0.0,2.0,5.5,0.0,6.461538462,14.73333333,0.333333333,5.0,1.0,0.0,0.350877193,1.4633116309999998,0.0,1.259160912,1.01525549,-1.45004381,1.846372365,-8.271724747999999
Network_706,D54,3,0.1360298213831242,0.004955614274499723,3,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,E24,7,0.2769763253564551,0.07706694840172108,4,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,E26,7,0.2843002081687917,0.07190997307992583,4,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,E28,5,0.21959523634989214,0.02991679545989469,4,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,E43,6,0.2402222423811219,0.05251847769759616,4,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,E51,5,0.23095198069419284,0.024470611436433493,4,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
Network_706,E52,6,0.19978213313651566,0.07012322330413416,4,21,57,0.2714285714285714,0.07799621928166353,FEMALE,,,,,,,,,,,,,,,,,,,
