network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_573,044019884,1,0.003765397839523518,0.0,1,80,229,0.07246835443037974,0.6558409301096578
Network_573,044047041,8,0.025327236285666965,0.03881517794683356,4,80,229,0.07246835443037974,0.6558409301096578
Network_573,047007544,5,0.16256512401875434,0.0,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,046878772,8,0.045669330391236246,0.011852985270706792,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,044042531,11,0.3287631744865971,0.22011693954451478,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,047085576,11,0.302297726975486,0.03679097418143184,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,047093598,9,0.016340147643022062,0.07682845295234488,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,047015855,9,0.07344244327213323,0.07230459482717529,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,047082570,11,0.32606883314743035,0.0340263299181822,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,047080612,3,0.00661533163451409,0.0,3,80,229,0.07246835443037974,0.6558409301096578
Network_573,047047868,4,0.027169616279096146,0.0919416033737973,3,80,229,0.07246835443037974,0.6558409301096578
Network_573,047031355,6,0.006698709657079136,0.009424260690083477,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,047014815,3,0.012354745953654692,0.0,3,80,229,0.07246835443037974,0.6558409301096578
Network_573,047093779,9,0.183083067408819,0.3501901514161855,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,046873033,7,0.1980532234314046,0.007544100387333109,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,047030261,9,0.27919991669193234,0.0025197835811273006,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,046889041,10,0.012293742005724743,0.1560680772908261,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,047007097,9,0.065435064038239,0.09484064658184452,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,044004327,5,0.006243112543676268,0.0,5,80,229,0.07246835443037974,0.6558409301096578
Network_573,046892544,4,0.0007804818473518852,0.00010818998160770312,3,80,229,0.07246835443037974,0.6558409301096578
Network_573,046863631,7,0.005168562982538667,0.060802463692203844,4,80,229,0.07246835443037974,0.6558409301096578
Network_573,046892311,5,0.0008459121561873436,0.000595044898842367,3,80,229,0.07246835443037974,0.6558409301096578
Network_573,046893105,3,0.0007050463776724187,0.0,3,80,229,0.07246835443037974,0.6558409301096578
