network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_30,Ant394,52,0.12232543375889496,0.004595224112268266,33,80,1882,0.5955696202531645,0.24314547193107414,4.0,394.0,151.18200000000002,330.0,0.0,N,C,C,F,115.818,0.363636,0.818182,124.0,102.54545,44.818182,3.727
Network_30,Ant243,49,0.12019076561838116,0.0024235951039074774,33,80,1882,0.5955696202531645,0.24314547193107414,4.0,243.0,187.963,344.0,0.0,C,C,C,F,95.6364,0.0,8.54545,135.63636,182.54545,76.181818,6.455
Network_30,Ant324,37,0.08363297391548025,0.0015184686876535912,30,80,1882,0.5955696202531645,0.24314547193107414,4.0,324.0,148.003,351.0,9.0,F,F,F, ,0.272727,3.18182,0.0,5.0,64.727273,420.81818,0.0
Network_30,Ant482,40,0.090271021616233,0.002252133205788671,31,80,1882,0.5955696202531645,0.24314547193107414,4.0,482.0,178.40400000000002,330.0,0.0,C,N,N,N,81.0909,0.0909091,0.818182,132.72727,142.72727,88.181818,4.0
Network_30,Ant621,53,0.12507137486560505,0.00584782814043216,33,80,1882,0.5955696202531645,0.24314547193107414,,,,,,,,,,,,,,,,
Network_30,Ant507,34,0.07266908307721794,0.0032011227664425876,29,80,1882,0.5955696202531645,0.24314547193107414,4.0,507.0,144.475,40.0,0.0,F,F,F, ,8.909089999999999,3.0,0.272727,19.090909,130.0,699.27273,0.09091
Network_30,Ant137,60,0.1392294067023051,0.006564883989775362,33,80,1882,0.5955696202531645,0.24314547193107414,4.0,137.0,140.80100000000002,330.0,0.0,N,C,N, ,449.36400000000003,0.0909091,4.72727,176.81818,128.36364,39.363636,9.727
Network_30,Ant356,57,0.13644243863029373,0.005210259724292703,33,80,1882,0.5955696202531645,0.24314547193107414,4.0,356.0,214.704,246.0,15.0,F,F,F,F,0.636364,166.0,0.272727,9.0909091,65.363636,681.27273,0.0
Network_30,Ant153,53,0.12412916855317631,0.004508849559717492,33,80,1882,0.5955696202531645,0.24314547193107414,4.0,153.0,215.928,190.0,0.0,C,C,C,F,50.0909,0.0,0.181818,82.545455,155.09091,122.90908999999999,1.636
Network_30,Ant260,60,0.138827745145569,0.008305199418086502,33,80,1882,0.5955696202531645,0.24314547193107414,4.0,260.0,236.053,400.0,0.0,F,F,F, ,3.8181800000000004,32.6364,1.63636,28.818182,137.72727,927.27273,0.3636
Network_30,Ant289,24,0.05152032320645963,0.0013966172581052888,24,80,1882,0.5955696202531645,0.24314547193107414,4.0,289.0,154.651,330.0,0.0,F,F,F, ,11.8182,1.81818,3.72727,17.363636,97.818182,358.0,0.09091
Network_30,Ant218,45,0.10518541359589194,0.002863770374635603,32,80,1882,0.5955696202531645,0.24314547193107414,4.0,218.0,172.699,351.0,0.0,N,C,C,C,75.1818,0.0,1.18182,164.81818,129.27273,34.454545,6.636
Network_30,Ant156,44,0.09321546677299292,0.00567838277535083,31,80,1882,0.5955696202531645,0.24314547193107414,4.0,156.0,173.046,40.0,0.0,N,N,N,N,372.18199999999996,0.181818,1.9090900000000002,230.09091,88.636364,26.454545,21.55
Network_30,Ant173,43,0.09371713259781939,0.003822276999320353,31,80,1882,0.5955696202531645,0.24314547193107414,4.0,173.0,161.505,330.0,0.0,N,N,N,N,290.27299999999997,0.0,0.727273,214.81817999999998,101.36364,27.818182,14.09
Network_30,Ant158,63,0.14289254212894842,0.01276201725801673,33,80,1882,0.5955696202531645,0.24314547193107414,4.0,158.0,149.40200000000002,40.0,0.0,C,F,F, ,128.0,0.545455,1.27273,53.0,131.90909,178.09091,0.4545
Network_30,Ant268,35,0.07438645137708645,0.0022416637110363262,30,80,1882,0.5955696202531645,0.24314547193107414,4.0,268.0,163.67,71.0,0.0,C,N,C,C,61.6364,0.0,1.9090900000000002,100.0,98.636364,74.272727,4.545
Network_30,Ant176,43,0.09686042238618378,0.004089687122247883,32,80,1882,0.5955696202531645,0.24314547193107414,4.0,176.0,142.44299999999998,351.0,36.0,F,F,F,F,2.18182,4.09091,0.0,4.2727273,41.0,355.54545,0.0
Network_30,Ant139,29,0.06006759450479094,0.0025182358849690214,28,80,1882,0.5955696202531645,0.24314547193107414,4.0,139.0,150.546,330.0,0.0,N,N,N,N,447.455,0.0909091,2.45455,159.36364,75.090909,18.636364,13.91
Network_30,Ant560,55,0.13037019844797948,0.0056412305982393406,33,80,1882,0.5955696202531645,0.24314547193107414,4.0,560.0,212.93400000000003,316.0,0.0,F,F,F,F,6.36364,63.9091,0.545455,30.727272999999997,121.63636000000001,626.90909,0.7273
