network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_179,Ant621,106,0.09982829024901649,0.003907217150814697,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,621.0,146.632,40.0,1.0,C,F, , ,79.9091,0.0,4.27273,224.54545,264.54545,186.72727,0.4545
Network_179,Ant620,60,0.06026195527987268,0.0003742619339335748,60,133,5926,0.6750968329915699,0.2558973715135435,58.0,620.0,169.0,92.0,0.0,C,C,C, ,10.6364,2.36364,17.2727,160.90909,371.0,214.0,0.0
Network_179,Ant665,88,0.08461438511962614,0.0015981626257093218,65,133,5926,0.6750968329915699,0.2558973715135435,,,,,,,,,,,,,,,,
Network_179,Ant356,111,0.10519844005115023,0.0049688146392803355,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,356.0,136.795,50.0,0.0,N,C, , ,295.72700000000003,1.0,154.909,459.90909000000005,289.81818,104.72726999999999,2.455
Network_179,Ant353,83,0.08012214967465602,0.0012671649632398614,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,353.0,148.661,40.0,0.0,N,N,N,N,1048.64,0.0,0.0,447.09090999999995,53.363636,18.090909,31.27
Network_179,Ant540,88,0.08408357983799306,0.002695915148805966,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,540.0,172.467,14.0,0.0,N,N, , ,150.455,0.0,7.636360000000001,401.0,91.090909,31.454545,12.0
Network_179,Ant114,101,0.09869866780006739,0.0022546774599119307,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,114.0,197.22299999999998,92.0,0.0,C,C,F,F,6.72727,0.272727,1.18182,199.72727,426.18182,241.18182000000002,0.4545
Network_179,Ant117,96,0.09196877552885067,0.002286940050137772,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,117.0,144.80700000000002,85.0,0.0,N,N, , ,340.909,0.636364,20.6364,461.72727000000003,196.90909,129.18182,17.09
Network_179,Ant111,116,0.10634350447967064,0.006135039026409029,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,111.0,191.604,246.0,0.0,C,F,F, ,27.3636,4.27273,1.36364,197.36364,499.45455,416.18182,4.455
Network_179,Ant113,83,0.0769212309175168,0.002655136619461802,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,113.0,152.42700000000002,57.0,0.0,N,C,F, ,747.3639999999999,5.81818,0.0,298.90909,138.54545,175.18182,7.273
Network_179,Ant549,98,0.0960074858782648,0.0019326536398401738,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,549.0,154.311,14.0,0.0,N,C,F,F,209.364,0.0,0.909091,571.18182,295.63636,188.54545,2.0909999999999997
Network_179,Ant195,92,0.0892707879302697,0.002072169545680486,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,195.0,185.043,134.0,0.0,C,C,F,F,108.63600000000001,0.727273,6.18182,324.90909,316.18182,189.09091,1.818
Network_179,Ant196,104,0.1009305309479149,0.002522076039156364,65,133,5926,0.6750968329915699,0.2558973715135435,58.0,196.0,169.257,92.0,0.0,C,C,C,C,42.6364,0.181818,9.272730000000001,321.54545,257.45455,157.63636,5.909
