time,infector,infectee,run_id
0.0,,Ant564,1
0.04568015346626821,Ant564,Ant220,1
0.7339122747900304,Ant220,Ant299,1
0.7370846565809975,Ant220,Ant27,1
0.8142562942083984,Ant299,Ant48,1
0.864682670584519,Ant299,Ant53,1
0.909698796750346,Ant220,Ant227,1
0.9641502236381124,Ant227,Ant196,1
0.9726641764785254,Ant53,Ant191,1
0.9728519996132189,Ant220,Ant30,1
0.9758180825602323,Ant30,Ant296,1
0.9952032848618979,Ant191,Ant740,1
1.0033624078601489,Ant27,Ant60,1
1.0177494750563503,Ant299,Ant509,1
1.0441733462444862,Ant740,Ant71,1
1.044589237530676,Ant509,Ant475,1
1.04610413739854,Ant27,Ant159,1
1.0488292363243654,Ant475,Ant7,1
1.058425673592634,Ant159,Ant278,1
1.0834725063435564,Ant296,Ant394,1
1.0868622025488373,Ant299,Ant255,1
1.0953039499491273,Ant299,Ant260,1
1.0976192758624543,Ant299,Ant673,1
1.1099723498633147,Ant296,Ant54,1
1.1259543346304053,Ant227,Ant219,1
1.1267963118622182,Ant27,Ant301,1
1.1390489763260299,Ant673,Ant476,1
1.1408666014442088,Ant296,Ant243,1
1.150976135105803,Ant394,Ant308,1
1.1696105791862734,Ant243,Ant501,1
1.1726219789859829,Ant54,Ant172,1
1.1791803592922783,Ant475,Ant52,1
1.1855816814691715,Ant255,Ant560,1
1.1913203869306201,Ant394,Ant194,1
1.223464558791352,Ant299,Ant26,1
1.2349657451834872,Ant476,Ant117,1
1.2373314037836056,Ant255,Ant19,1
1.2428711048821954,Ant219,Ant9,1
1.2556418442518607,Ant227,Ant540,1
1.267423693557465,Ant54,Ant23,1
1.2874939472277278,Ant255,Ant238,1
1.2930873260324123,Ant9,Ant599,1
1.2945619984300296,Ant30,Ant35,1
1.300204368285606,Ant227,Ant112,1
1.3057354400982775,Ant48,Ant6,1
1.3244558890797862,Ant54,Ant663,1
1.3254723303236373,Ant673,Ant331,1
1.3264402970363032,Ant117,Ant398,1
1.331808831994217,Ant9,Ant621,1
1.3331484821692139,Ant19,Ant97,1
1.334442394358053,Ant663,Ant390,1
1.3374586016226107,Ant599,Ant158,1
1.3379778210129032,Ant117,Ant186,1
1.3440255446476883,Ant243,Ant50,1
1.3482977501742215,Ant540,Ant610,1
1.3491385998049288,Ant186,Ant70,1
1.3635296851697665,Ant219,Ant210,1
1.3651078160107275,Ant60,Ant126,1
1.3722209700882542,Ant390,Ant556,1
1.3769821231760988,Ant238,Ant380,1
1.3778407886015223,Ant331,Ant72,1
1.386522902637205,Ant52,Ant229,1
1.3870781263747138,Ant194,Ant105,1
1.387359587566072,Ant72,Ant215,1
1.405343870364823,Ant112,Ant334,1
1.4158838482017269,Ant53,Ant607,1
1.432455146720946,Ant126,Ant206,1
1.433761335590176,Ant740,Ant102,1
1.4345835688514852,Ant215,Ant614,1
1.4429056358171535,Ant243,Ant96,1
1.467009025969458,Ant394,Ant482,1
1.4723478357495523,Ant614,Ant324,1
1.4774022539905218,Ant6,Ant15,1
1.5080799624756853,Ant243,Ant74,1
1.509993940971138,Ant301,Ant175,1
1.5103768581261527,Ant158,Ant252,1
1.5121642255087537,Ant105,Ant43,1
1.5129241041163186,Ant60,Ant264,1
1.5285804559651925,Ant540,Ant242,1
1.530149223463279,Ant70,Ant20,1
1.5460365780377388,Ant242,Ant178,1
1.5496377747223178,Ant178,Ant62,1
1.5498238570868126,Ant252,Ant329,1
1.5650777606803818,Ant72,Ant109,1
1.5697795925036642,Ant30,Ant397,1
1.5702860515817096,Ant252,Ant190,1
1.5735360178616824,Ant215,Ant76,1
1.5752085222798857,Ant252,Ant1,1
1.5781202204407057,Ant15,Ant12,1
1.5883324135204295,Ant219,Ant954,1
1.605581542595597,Ant35,Ant576,1
1.6182982304469409,Ant607,Ant458,1
1.6334437136180968,Ant238,Ant4,1
1.6432458490376938,Ant219,Ant17,1
1.6747698263095832,Ant560,Ant124,1
1.6799311509774992,Ant331,Ant111,1
1.688225672786378,Ant111,Ant13,1
1.6884628866984355,Ant560,Ant245,1
1.6891360777593705,Ant509,Ant650,1
1.7025336212734838,Ant17,Ant289,1
1.7217523262819945,Ant238,Ant395,1
1.7250973143806982,Ant9,Ant0,1
1.7255587085994273,Ant255,Ant51,1
1.7309354640169237,Ant599,Ant604,1
1.8094979469478236,Ant238,Ant65,1
1.8121618523658125,Ant12,Ant342,1
1.8717324393011727,Ant51,Ant580,1
1.915720947185702,Ant12,Ant244,1
1.9351150396188161,Ant242,Ant81,1
1.992408418850307,Ant178,Ant256,1
2.12106806804031,Ant51,Ant115,1
2.426448714897989,Ant580,Ant137,1
2.5375015889037265,Ant380,Ant251,1
2.539486763090525,Ant580,Ant347,1
