network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Network_126,Ant387,51,0.06504538853645454,0.0009855225871832837,49,102,3754,0.7287905261114347,0.24916661828485623,29.0,387.0,97.949,14.0,0.0,F, , , ,7.363639999999999,19.8182,25.2727,29.181818,87.363636,121.54545,1.0
Network_126,Ant356,83,0.11068608931267387,0.0024196426605943,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,356.0,130.392,14.0,0.0,N,N,N,N,398.36400000000003,0.272727,0.181818,302.27272999999997,151.72727,72.0,6.455
Network_126,Ant353,73,0.09571156768452352,0.0024362690668070473,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,353.0,136.24200000000002,14.0,0.0,F, , , ,360.81800000000004,3.45455,29.5455,51.090909,122.09091000000001,128.63636,1.182
Network_126,Ant540,79,0.10685236884357406,0.0017271334942438698,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,540.0,153.388,50.0,0.0,N,N,C, ,168.273,5.81818,9.81818,265.27272999999997,214.0,91.818182,6.182
Network_126,Ant227,82,0.10243742198029727,0.014090487806117135,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,227.0,159.063,113.0,41.0,F,C,C,C,111.63600000000001,382.545,102.09100000000001,52.0,133.81818,182.90909,1.636
Network_126,Ant114,72,0.0955131777442852,0.0020253926957338768,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,114.0,137.102,19.0,0.0,C, , , ,54.7273,95.5455,57.0909,48.181818,119.0,105.0,1.182
Network_126,Ant117,92,0.11984332149379537,0.004065945375294934,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,117.0,213.15,50.0,0.0,C,N,N,N,64.2727,6.45455,1.9090900000000002,304.18182,362.63636,260.0,3.545
Network_126,Ant221,68,0.09099538528962973,0.001607871725999208,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,221.0,149.27200000000002,40.0,0.0,C, , , ,124.182,1.0,0.727273,86.181818,111.45455,95.727273,1.182
Network_126,Ant220,85,0.10987821192747685,0.0038401591131235766,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,220.0,151.608,71.0,0.0,F, , , ,137.091,46.1818,42.0,93.0,203.45455,214.09091,3.545
Network_126,Ant191,12,0.00994036500786235,5.6105610561056106e-05,11,102,3754,0.7287905261114347,0.24916661828485623,29.0,191.0,239.50799999999998,40.0,3.0,C,C,C,C,7.0,9.727269999999999,1.09091,29.272727000000003,78.818182,91.0,1.273
Network_126,Ant192,86,0.11174275333927629,0.003732900744395817,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,192.0,153.17,50.0,0.0,F, , , ,12.0909,7.090910000000001,7.18182,83.909091,169.18182,151.54545,3.273
Network_126,Ant518,67,0.08459945584126086,0.00538556570172184,56,102,3754,0.7287905261114347,0.24916661828485623,29.0,518.0,124.90799999999999,50.0,64.0,F, , , ,16.4545,153.455,6.18182,36.909091,133.54545,197.63636,1.0
Network_126,Ant929,74,0.09979814411915372,0.00148926854917326,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,929.0,148.408,14.0,0.0,N,N, , ,154.18200000000002,0.363636,1.0,291.09091,55.545455000000004,22.363636,9.636000000000001
Network_126,Ant320,82,0.10678698026735024,0.003168111770269744,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,320.0,135.713,14.0,0.0,F,F, , ,77.7273,9.45455,43.7273,92.0,217.0,203.27273,7.364
Network_126,Ant326,72,0.09680481393550955,0.0015474924164457894,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,326.0,133.004,14.0,0.0,N,N, , ,306.455,1.72727,5.36364,223.18182000000002,94.818182,41.636364,8.0
Network_126,Ant650,65,0.08450765919718811,0.0018961236250778076,56,102,3754,0.7287905261114347,0.24916661828485623,,,,,,,,,,,,,,,,
Network_126,Ant252,74,0.09986496736173321,0.0014706130878450769,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,252.0,165.412,50.0,0.0,N,N,N,N,465.091,2.72727,2.90909,426.09090999999995,132.54545,47.545455,21.45
Network_126,Ant250,76,0.101600629212333,0.0018293614642697735,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,250.0,149.04,14.0,0.0,N,N,N, ,353.63599999999997,1.27273,3.18182,360.63636,94.727273,35.272727,11.09
Network_126,Ant251,72,0.09405164402581054,0.0026606950689320456,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,251.0,135.059,19.0,0.0,C, , , ,25.5455,9.272730000000001,1.54545,51.090909,117.36363999999999,110.09091000000001,2.455
Network_126,Ant256,58,0.0713089108558736,0.005899525428494141,52,102,3754,0.7287905261114347,0.24916661828485623,29.0,256.0,185.715,134.0,42.0,F,C,C,C,0.545455,88.7273,0.272727,35.272727,166.09091,224.0,0.5455
Network_126,Ant261,61,0.07631904242906035,0.004515622895180635,53,102,3754,0.7287905261114347,0.24916661828485623,29.0,261.0,125.603,50.0,61.0,F, , , ,1.81818,41.3636,1.18182,19.818182,102.0,150.45455,1.455
Network_126,Ant126,62,0.08083983594712116,0.0014665426742819553,55,102,3754,0.7287905261114347,0.24916661828485623,29.0,126.0,139.205,40.0,5.0,F, , , ,47.8182,0.272727,1.27273,55.636364,177.0,223.36364,2.727
Network_126,Ant255,79,0.10221939193973738,0.003135903370883742,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,255.0,142.941,57.0,60.0,F, , , ,51.8182,83.3636,74.2727,50.454545,152.09091,154.54545,2.727
Network_126,Ant24,77,0.10233466964842826,0.002143641516090427,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,24.0,149.482,14.0,0.0,N,N,N,N,507.0,0.272727,1.0,208.0,108.18182,48.181818,8.727
Network_126,Ant25,82,0.10664615745696068,0.003265075593592407,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,25.0,145.437,14.0,0.0,F,F,C,F,18.4545,1.72727,2.81818,145.18182,235.90909,221.0,4.0
Network_126,Ant26,12,0.010259261460877382,9.125373413876215e-05,11,102,3754,0.7287905261114347,0.24916661828485623,29.0,26.0,192.899,134.0,19.0,C, , , ,0.272727,31.0909,0.818182,8.3636364,55.272727,80.363636,0.3636
Network_126,Ant27,77,0.10069483797185996,0.0027863900971155996,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,27.0,154.379,14.0,0.0,F,N,N,N,34.8182,2.36364,1.36364,140.09091,263.54545,250.18182000000002,2.0
Network_126,Ant23,77,0.10229242958234379,0.0022793229103623253,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,23.0,148.33700000000002,50.0,0.0,C, , , ,81.2727,9.81818,368.36400000000003,87.0,118.45455,106.45455,3.727
Network_126,Ant120,92,0.1191181785718094,0.004593618608368756,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,120.0,166.976,71.0,0.0,C,F,C, ,127.545,52.8182,216.636,195.27273,227.09091,182.18182,11.73
Network_126,Ant482,68,0.08958635527994177,0.0017367955990498754,57,102,3754,0.7287905261114347,0.24916661828485623,29.0,482.0,119.52,19.0,0.0,F, , , ,197.727,1.36364,8.272730000000001,74.272727,168.63636,191.45455,1.545
Network_126,Ant838,82,0.108642396252284,0.0025149350774517744,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,838.0,150.71200000000002,14.0,0.0,N,N, , ,540.273,1.18182,0.0,228.81817999999998,96.545455,56.272727,1.364
Network_126,Ant332,84,0.10874285345921311,0.003682635352540703,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,332.0,193.197,197.0,0.0,F,F,F, ,28.6364,1.72727,0.0909091,109.36363999999999,223.90909,203.81818,1.091
Network_126,Ant334,80,0.1065558103041214,0.002315506675138089,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,334.0,132.136,14.0,0.0,N,N,N, ,735.273,0.272727,0.545455,324.54545,121.18182,53.909091000000004,7.727
Network_126,Ant647,77,0.09921535653772125,0.003063604392600212,58,102,3754,0.7287905261114347,0.24916661828485623,,,,,,,,,,,,,,,,
Network_126,Ant646,74,0.09892847858289619,0.0017234441206006065,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,646.0,146.29399999999998,14.0,0.0,N,N,N, ,214.545,0.0,3.27273,270.09091,80.909091,33.0,11.27
Network_126,Ant564,75,0.10064950877815963,0.0016014271026494914,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,564.0,130.94299999999998,14.0,0.0,N,N,N, ,215.18200000000002,0.0,0.0,263.18182,100.54545,42.636364,7.909
Network_126,Ant242,82,0.1081874891685866,0.0026926319151745776,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,242.0,142.899,14.0,0.0,N,N,N,N,544.091,0.727273,8.090910000000001,281.27272999999997,201.0,101.0,5.727
Network_126,Ant245,35,0.04113994184611052,0.002161412956630173,32,102,3754,0.7287905261114347,0.24916661828485623,29.0,245.0,175.514,19.0,37.0,C, , , ,4.09091,34.5455,0.727273,12.181818,77.636364,115.72726999999999,0.09091
Network_126,Ant51,81,0.10825804143391866,0.0022380346721013735,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,51.0,175.636,71.0,0.0,C,F,C,C,43.1818,2.0,1.63636,196.18182,251.54545,186.0,6.727
Network_126,Ant59,71,0.09612109636677074,0.0012555402279166787,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,59.0,138.798,14.0,0.0,N,N,N, ,345.18199999999996,0.545455,2.72727,458.0,140.90909,59.81818199999999,17.64
Network_126,Ant140,93,0.12168027579720332,0.003757152422794469,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,140.0,136.88299999999998,14.0,0.0,C,F, , ,81.1818,1.9090900000000002,10.4545,176.45455,264.0,218.54545,5.364
Network_126,Ant305,76,0.10107629209904448,0.0021068473556905905,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,305.0,132.231,14.0,0.0,N,N,C,C,372.36400000000003,0.0,1.27273,289.27272999999997,144.09091,71.545455,7.091
Network_126,Ant148,90,0.11821267982598954,0.0033899712096074784,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,148.0,146.10299999999998,14.0,0.0,C,F,F,F,70.3636,0.636364,2.63636,275.18182,279.72727000000003,182.09091,10.55
Network_126,Ant149,87,0.11337766895725963,0.0035560924578955156,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,149.0,145.231,14.0,0.0,C, , , ,173.90900000000002,0.272727,1.09091,226.54545,262.72727000000003,247.63636,6.455
Network_126,Ant476,68,0.09155519992157699,0.0014588075535432378,58,102,3754,0.7287905261114347,0.24916661828485623,29.0,476.0,135.326,19.0,0.0,C,F,F,F,155.091,0.0909091,0.0909091,79.454545,79.090909,41.272727,3.818
