network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity,TubPeriod,strength,Clustering coefficient ,Period,Treatment,Sex,Tub,Elytra,Number of observations
Network_333,9.0,2,0.026178862834084226,0.0,2,30,155,0.3563218390804598,0.15345777365376967,T4_1,0.35030076,0.0,1,T,F,T4,6.41,14
Network_333,7.0,13,0.23131543091328644,22.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.7878519539999997,0.541811442,1,T,F,T4,6.377000000000001,35
Network_333,8.0,12,0.19897358871223117,46.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.7280763460000004,0.418552686,1,T,F,T4,7.289,34
Network_333,6.0,10,0.19038231598306626,0.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.8610230890000001,0.68599437,1,T,F,T4,6.995,16
Network_333,5.0,5,0.07959401726638671,7.0,5,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.172033036,0.395221052,1,T,F,T4,6.6610000000000005,30
Network_333,3.0,10,0.17079951460255574,16.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.379306169,0.5488003,1,T,F,T4,6.147,28
Network_333,4.0,17,0.2538289888266923,80.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,3.813687271,0.383899393,1,T,F,T4,7.117000000000001,41
Network_333,2.0,6,0.0978744298161098,14.0,6,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.5099314730000002,0.546673399,1,T,F,T4,7.502000000000001,24
Network_333,1.0,13,0.23054588280040456,33.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.823348122,0.48482600600000003,1,T,F,T4,7.058,35
Network_333,15.0,5,0.08823134030145174,0.0,5,30,155,0.3563218390804598,0.15345777365376967,T4_1,0.8201200059999999,0.418220197,1,T,F,T4,6.667999999999999,28
Network_333,14.0,4,0.07184589791329764,1.0,4,30,155,0.3563218390804598,0.15345777365376967,T4_1,0.8499327729999999,0.666666667,1,T,F,T4,5.513999999999999,13
Network_333,13.0,6,0.10672732652733677,0.0,6,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.110494793,0.4910808,1,T,F,T4,7.0760000000000005,25
Network_333,12.0,12,0.18425962054130482,13.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.662465507,0.403944511,1,T,F,T4,7.109,29
Network_333,11.0,12,0.20455824267028405,12.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.390595834,0.49303204899999997,1,T,F,T4,6.441,31
Network_333,10.0,11,0.2109159346060355,23.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.391640579,0.616421531,1,T,F,T4,6.757999999999999,28
Network_333,30.0,11,0.18817789259664,1.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.953844801,0.499721194,1,T,M,T4,5.853,42
Network_333,29.0,15,0.22643320500858696,17.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.782539126,0.27915789,1,T,M,T4,5.523,39
Network_333,28.0,9,0.15428954046495907,29.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.874028841,0.464236803,1,T,M,T4,6.428999999999999,38
Network_333,26.0,9,0.14176721634379924,23.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.977155625,0.48190199100000003,1,T,M,T4,7.272,33
Network_333,27.0,12,0.2023813077076045,28.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.2147847990000002,0.445895744,1,T,M,T4,6.087000000000001,25
Network_333,25.0,7,0.09233909560346391,11.0,5,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.5617386619999998,0.251693757,1,T,M,T4,7.515,42
Network_333,24.0,19,0.31329631357830434,56.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,3.81309234,0.466397422,1,T,M,T4,6.586,40
Network_333,23.0,8,0.12970649740479942,11.0,6,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.5630642680000002,0.36530694700000005,1,T,M,T4,7.4479999999999995,43
Network_333,21.0,14,0.23622426297265964,22.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.9871349310000004,0.414890418,1,T,M,T4,7.348,33
Network_333,22.0,9,0.16522670527923755,30.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.268086929,0.640222356,1,T,M,T4,6.769,44
Network_333,20.0,13,0.22377065387201123,17.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.78292667,0.5,1,T,M,T4,7.045,47
Network_333,19.0,8,0.10624957626124416,0.0,6,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.199382221,0.31723404899999996,1,T,M,T4,6.809,39
Network_333,18.0,15,0.23931982625007292,5.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,2.728077913,0.41494812700000006,1,T,M,T4,6.45,40
Network_333,17.0,15,0.21155643862794923,30.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,3.3122505139999996,0.393969642,1,T,M,T4,7.006,36
Network_333,16.0,8,0.14540429650748987,18.0,7,30,155,0.3563218390804598,0.15345777365376967,T4_1,1.740562018,0.549390394,1,T,M,T4,6.861000000000001,41
