network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_736,bbb	,13,0.2530048337078507,0.04784005468215994,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,grb	,13,0.27510253211075775,0.02524663932558669,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,grg	,11,0.246261569455443,0.01085440874914559,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,rbr	,12,0.24912735370626266,0.027036340852130324,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,rng	,14,0.27890669266818796,0.039583618136249714,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,bgn	,7,0.14451282284984548,0.009488493962178171,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,bng	,16,0.3123229605769016,0.05792634996582365,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,ggg	,8,0.1817079032169543,0.006491228070175439,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,oon	,17,0.3133026617491271,0.1058649464570517,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,rgn	,7,0.15157517308456175,0.004488304093567251,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,bgr	,5,0.07488741053169634,0.013822055137844609,4,21,107,0.5095238095238095,0.2432232117207699
Network_736,brr	,10,0.20567653032734332,0.031046935520619733,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,gpn	,4,0.06966735790291613,0.007276714513556618,4,21,107,0.5095238095238095,0.2432232117207699
Network_736,grr	,6,0.14016951488143872,0.0014619883040935674,6,21,107,0.5095238095238095,0.2432232117207699
Network_736,nrb	,11,0.2245869492392766,0.024213659147869673,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,rnb	,11,0.21589586810070976,0.03561299081035923,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,brn	,8,0.1487964983349041,0.024590928077770177,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,gbb	,15,0.3048687527640389,0.038250170881749826,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,nbg	,9,0.1954326918095279,0.007013366750208856,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,rrr	,9,0.1863474816208574,0.020809599756968177,7,21,107,0.5095238095238095,0.2432232117207699
Network_736,ryn	,8,0.17251398818950633,0.013712785752259435,7,21,107,0.5095238095238095,0.2432232117207699
