network,node,degree,eigenvector,betweenness,kshell,node_count,edge_count,density,modularity
Network_521,067870326,1,-1.514713014350945e-17,0.0,1,26,34,0.10461538461538461,0.6497138397502601
Network_521,066841559,2,0.22014463213061164,0.0,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,053538776,4,0.38619257626991915,0.058333333333333334,3,26,34,0.10461538461538461,0.6497138397502601
Network_521,062310049,5,0.17143598076891958,0.16,3,26,34,0.10461538461538461,0.6497138397502601
Network_521,052557336,2,0.09339862741137397,0.0,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,062309592,3,0.09767916363655871,0.0,3,26,34,0.10461538461538461,0.6497138397502601
Network_521,062334259,5,0.4365982448611094,0.2966666666666667,3,26,34,0.10461538461538461,0.6497138397502601
Network_521,059101362,1,3.623011989283346e-18,0.0,1,26,34,0.10461538461538461,0.6497138397502601
Network_521,062591073,1,0.014756606438298913,0.0,1,26,34,0.10461538461538461,0.6497138397502601
Network_521,067014875,1,8.010470985245555e-19,0.0,1,26,34,0.10461538461538461,0.6497138397502601
Network_521,059259876,4,0.2212687389320639,0.26666666666666666,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,053599881,1,-8.187414967623383e-18,0.0,1,26,34,0.10461538461538461,0.6497138397502601
Network_521,053323810,3,0.055412424165748486,0.060000000000000005,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,067049298,3,0.09767916363655872,0.0,3,26,34,0.10461538461538461,0.6497138397502601
Network_521,066894609,4,0.2300126489521266,0.09555555555555556,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,053800263,3,0.1294517590535379,0.006666666666666667,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,052784012,3,0.2017297475424971,0.02388888888888889,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,067037576,0,1.1102230246251565e-16,0.0,0,26,34,0.10461538461538461,0.6497138397502601
Network_521,062067282,3,0.14130866419511423,0.002777777777777778,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,066831616,4,0.39006524206185367,0.016666666666666666,3,26,34,0.10461538461538461,0.6497138397502601
Network_521,062343573,5,0.4217956646835429,0.2861111111111111,3,26,34,0.10461538461538461,0.6497138397502601
Network_521,062338873,3,0.14101308211746966,0.16,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,066812594,2,0.09888472779815999,0.0,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,062043119,3,0.09767916363655867,0.0,3,26,34,0.10461538461538461,0.6497138397502601
Network_521,067018595,2,0.05230909736045721,0.0,2,26,34,0.10461538461538461,0.6497138397502601
Network_521,062332082,0,-2.7755575615628914e-17,0.0,0,26,34,0.10461538461538461,0.6497138397502601
