time,infector,infectee,run_id
0.0,,Ant15,1
0.012828061715860251,Ant15,Ant256,1
0.05414951012994347,Ant256,Ant99,1
0.06013066320371838,Ant15,Ant52,1
0.07943327423608372,Ant99,Ant126,1
0.082123016160886,Ant15,Ant232,1
0.08874569739404575,Ant256,Ant237,1
0.08969416549949849,Ant52,Ant298,1
0.1111915280156426,Ant237,Ant161,1
0.11870032226893375,Ant99,Ant518,1
0.12239842418342145,Ant99,Ant114,1
0.12396203469526612,Ant518,Ant65,1
0.1286429154655056,Ant256,Ant219,1
0.12912452553714357,Ant298,Ant55,1
0.13085579502440195,Ant65,Ant564,1
0.1310687602186636,Ant161,Ant560,1
0.1315171958505682,Ant298,Ant2,1
0.13324141842065507,Ant99,Ant575,1
0.13362366264797795,Ant2,Ant50,1
0.13578914015273041,Ant2,Ant32,1
0.14028163263997098,Ant256,Ant395,1
0.14496106657369068,Ant65,Ant665,1
0.1450995562789893,Ant55,Ant398,1
0.14591245547119128,Ant237,Ant102,1
0.1472521909915819,Ant99,Ant63,1
0.14836166103280468,Ant2,Ant324,1
0.1493641445086013,Ant114,Ant621,1
0.15067496433946745,Ant324,Ant400,1
0.15204526452411532,Ant50,Ant305,1
0.15772515334444737,Ant398,Ant12,1
0.15882732906928115,Ant560,Ant673,1
0.1635606577097769,Ant673,Ant44,1
0.16571891040599676,Ant560,Ant599,1
0.1668071163561281,Ant564,Ant7,1
0.16823679953962623,Ant126,Ant202,1
0.170816137027119,Ant665,Ant650,1
0.1723924182380699,Ant32,Ant604,1
0.17291532734368817,Ant560,Ant144,1
0.1760049424084679,Ant102,Ant140,1
0.17637875022139066,Ant144,Ant6,1
0.17722209395218388,Ant65,Ant98,1
0.17729610292351233,Ant2,Ant265,1
0.17936729591527117,Ant298,Ant174,1
0.1834536230287392,Ant15,Ant20,1
0.18823683298991428,Ant575,Ant262,1
0.18850150910181349,Ant298,Ant206,1
0.18907009313363665,Ant65,Ant607,1
0.18939831893870637,Ant98,Ant593,1
0.18966648178209433,Ant15,Ant112,1
0.1913326472338274,Ant673,Ant592,1
0.19187169184260186,Ant232,Ant268,1
0.19290383656049578,Ant560,Ant332,1
0.19355252562266997,Ant63,Ant492,1
0.1938274155005125,Ant98,Ant556,1
0.19483652287281944,Ant44,Ant437,1
0.1971200867650112,Ant50,Ant105,1
0.19849490480474247,Ant324,Ant257,1
0.20169234767610633,Ant298,Ant227,1
0.2020103076624543,Ant395,Ant195,1
0.20631709273968835,Ant437,Ant296,1
0.20637254319465137,Ant650,Ant19,1
0.20875865862977555,Ant195,Ant60,1
0.20893382125162438,Ant298,Ant502,1
0.21402332246737485,Ant262,Ant148,1
0.216065654625419,Ant575,Ant289,1
0.21889281532309654,Ant12,Ant176,1
0.22026926360493612,Ant99,Ant647,1
0.2231816031812838,Ant126,Ant215,1
0.2245008366660337,Ant492,Ant62,1
0.22787829353929545,Ant126,Ant209,1
0.22903233244976284,Ant575,Ant244,1
0.22960283580650476,Ant7,Ant356,1
0.23127697300192362,Ant518,Ant35,1
0.23323254205371935,Ant140,Ant147,1
0.2336003628544313,Ant15,Ant342,1
0.23900802429375373,Ant65,Ant294,1
0.24362844544284415,Ant437,Ant137,1
0.24382456932777916,Ant55,Ant72,1
0.2465068005752567,Ant202,Ant172,1
0.2701674153885994,Ant502,Ant210,1
0.2727961873524163,Ant63,Ant638,1
0.2863963831622565,Ant268,Ant96,1
0.29883026621916586,Ant244,Ant552,1
0.30180828437738055,Ant289,Ant217,1
0.3376772067123392,Ant607,Ant632,1
0.3573695118437202,Ant356,Ant169,1
0.36345591994342913,Ant62,Ant476,1
0.37596239431641604,Ant665,Ant30,1
0.47487367925328633,Ant268,Ant178,1
0.47525290343087473,Ant217,Ant243,1
0.0,,Ant227,2
0.036105844325796964,Ant227,Ant268,2
0.055144054330222195,Ant268,Ant305,2
0.07298268483471176,Ant268,Ant599,2
0.07337463265661343,Ant599,Ant592,2
0.08011628662450787,Ant268,Ant604,2
0.08157041316730886,Ant599,Ant126,2
0.08758477650007704,Ant268,Ant564,2
0.08811069964971766,Ant599,Ant144,2
0.09671436204691601,Ant564,Ant324,2
0.09824584641618038,Ant144,Ant289,2
0.11076094788975123,Ant268,Ant356,2
0.11666837479871148,Ant144,Ant112,2
0.12324140142287356,Ant144,Ant262,2
0.1247274963086048,Ant305,Ant6,2
0.12545694376444647,Ant262,Ant237,2
0.12787678157735005,Ant262,Ant575,2
0.12963093487174163,Ant564,Ant174,2
0.13025589839802473,Ant305,Ant19,2
0.13067734310088316,Ant305,Ant30,2
0.13200754606472778,Ant305,Ant65,2
0.13490270461223844,Ant305,Ant244,2
0.1365824805778266,Ant65,Ant147,2
0.1369433155247638,Ant126,Ant298,2
0.1370109968721665,Ant244,Ant257,2
0.13841117865011007,Ant30,Ant7,2
0.13971608801697596,Ant604,Ant638,2
0.14028461278003324,Ant298,Ant400,2
0.14092070005789514,Ant324,Ant72,2
0.14382549863336896,Ant564,Ant621,2
0.14624990285709458,Ant289,Ant98,2
0.14852279051961287,Ant112,Ant195,2
0.14897591515942946,Ant147,Ant647,2
0.15072993871203422,Ant621,Ant99,2
0.15616592772836635,Ant262,Ant502,2
0.1573722014372062,Ant262,Ant44,2
0.16210500348261783,Ant126,Ant206,2
0.1653558165610503,Ant227,Ant332,2
0.16557450775551744,Ant227,Ant395,2
0.16667516574325347,Ant195,Ant15,2
0.16855882604207184,Ant112,Ant50,2
0.16952306333145692,Ant356,Ant593,2
0.17085507140070244,Ant112,Ant55,2
0.17167931511299891,Ant65,Ant256,2
0.17260904931737717,Ant332,Ant20,2
0.17362822251624813,Ant621,Ant232,2
0.17879324007976688,Ant268,Ant243,2
0.1790642668549779,Ant232,Ant62,2
0.18214884134585316,Ant206,Ant161,2
0.18345853253609387,Ant298,Ant219,2
